CIK,Company_Name,Filing_Year_End,Alignment_Similarity,Score_1_Fin,Score_1_Fin_Unbounded,Score_1_Text,Score_1_Text_Unbounded,Score_2_Fin_Velocity,Score_2_Fin_Directional,Score_2_Text_Velocity,Score_2_Text_Directional,Score_3_Decoupling_Distance,Score_3_Cosine_Dissimilarity,Score_3_Signed_Divergence
1467858,GENERAL MOTORS CO,2020,0.7928,0.763,2.0049,0.9896,4.4404,0.321,-1.3257,0.0203,0.0483,0.6438,0.2072,-2.4356
1467858,GENERAL MOTORS CO,2021,0.7318,0.5599,1.4491,0.9892,4.41,0.1149,-0.5558,0.0155,-0.0305,0.7323,0.2682,-2.9609
1467858,GENERAL MOTORS CO,2022,0.7765,0.6189,1.5849,0.9875,4.3025,0.0325,0.1358,0.037,-0.1075,0.6686,0.2235,-2.7176
1468679,AMERICAN CRYOSTEM CORP,2019,0.9741,-0.9512,-2.266,-0.8587,-1.4324,0.0,0.0,0.0,0.0,0.2277,0.0259,-0.8336
1469372,MSG NETWORKS INC.,2020,0.7919,0.9023,2.7264,0.9921,4.6502,0.0,0.0,0.0,0.0,0.6452,0.2081,-1.9239
1473334,"NOVA LIFESTYLE, INC.",2019,0.828,-0.8566,-1.4204,-0.9152,-1.838,0.0,0.0,0.0,0.0,0.5865,0.172,0.4175
1474903,"BGSF, INC.",2021,0.9186,0.9194,2.8775,0.2474,0.879,0.0,0.0,0.0,0.0,0.4035,0.0814,1.9985
1474903,"BGSF, INC.",2022,0.9683,0.7899,2.1066,0.2504,0.8838,0.1673,-0.7708,0.0192,0.0048,0.2517,0.0317,1.2228
1475115,"EVENTBRITE, INC.",2021,0.9581,-0.9241,-1.925,-0.944,-2.1609,0.0,0.0,0.0,0.0,0.2895,0.0419,0.2358
1475115,"EVENTBRITE, INC.",2022,0.8395,-0.926,-1.9441,-0.9638,-2.4953,0.0381,-0.0191,0.2859,-0.3344,0.5666,0.1605,0.5512
1477009,GENERAL CANNABIS CORP,2019,0.995,-0.8759,-1.537,-0.7981,-1.1402,0.0,0.0,0.0,0.0,0.0995,0.005,-0.3968
1479290,"REVANCE THERAPEUTICS, INC.",2019,0.9909,-0.8782,-1.552,-0.8363,-1.313,0.0,0.0,0.0,0.0,0.1351,0.0091,-0.239
1485074,"FREEZE TAG, INC.",2022,0.6135,-0.8894,-1.6282,0.3294,1.0132,0.0,0.0,0.0,0.0,0.8793,0.3865,-2.6414
1487198,"ASPEN GROUP, INC.",2021,0.8885,0.9483,3.2225,0.6845,1.7562,0.0,0.0,0.0,0.0,0.4721,0.1115,1.4663
1487198,"ASPEN GROUP, INC.",2022,0.9175,0.9556,3.3383,0.6864,1.7618,0.0406,0.1157,0.1143,0.0056,0.4063,0.0825,1.5765
1487371,"GENMARK DIAGNOSTICS, INC.",2019,0.986,-0.9132,-1.8193,-0.804,-1.1646,0.0,0.0,0.0,0.0,0.1674,0.014,-0.6547
1487371,"GENMARK DIAGNOSTICS, INC.",2020,0.7772,0.4758,1.2763,-0.8659,-1.4747,0.7517,3.0957,0.0808,-0.3101,0.6676,0.2228,2.751
1487931,FISION CORP,2021,0.9906,-0.664,-0.6999,-0.8367,-1.3153,0.0,0.0,0.0,0.0,0.1369,0.0094,0.6154
1488419,"SINO AGRO FOOD, INC.",2019,-0.0957,0.9236,2.9195,-0.7726,-1.0403,0.0,0.0,0.0,0.0,1.4804,1.0957,3.9598
1488917,"ELECTROMED, INC.",2020,0.9333,0.9384,3.087,0.888,2.6186,0.0,0.0,0.0,0.0,0.3652,0.0667,0.4685
1490978,"SCHRODINGER, INC.",2022,0.9725,-0.9582,-2.3846,-0.9724,-2.7015,0.0,0.0,0.0,0.0,0.2344,0.0275,0.3169
1491419,"LIVEONE, INC.",2023,0.925,-0.9631,-2.4814,-0.9606,-2.4298,0.0,0.0,0.0,0.0,0.3874,0.075,-0.0516
1492091,AUSCRETE CORP,2022,0.9955,-0.8137,-1.2068,-0.7135,-0.8415,0.0,0.0,0.0,0.0,0.0945,0.0045,-0.3653
1492691,KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC.,2020,0.9924,0.9135,2.8221,0.8983,2.6951,0.0,0.0,0.0,0.0,0.1231,0.0076,0.1269
1492691,KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC.,2021,0.9904,0.7603,1.9954,0.864,2.4632,0.176,-0.8267,0.0524,-0.232,0.1386,0.0096,-0.4678
1492691,KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC.,2022,0.9946,0.7677,2.0222,0.8427,2.3457,0.0061,0.0268,0.0339,-0.1175,0.1037,0.0054,-0.3234
1493137,"LIFELOC TECHNOLOGIES, INC",2019,-0.0405,0.7942,2.124,-0.8971,-1.6855,0.0,0.0,0.0,0.0,1.4426,1.0405,3.8095
1493137,"LIFELOC TECHNOLOGIES, INC",2020,0.0473,0.2977,0.9605,-0.8911,-1.641,0.2304,-1.1635,0.0342,0.0445,1.3804,0.9527,2.6015
1493137,"LIFELOC TECHNOLOGIES, INC",2021,0.3969,-0.516,-0.3563,-0.8867,-1.6095,0.3881,-1.3168,0.0128,0.0315,1.0983,0.6031,1.2532
1493137,"LIFELOC TECHNOLOGIES, INC",2022,0.0375,0.7798,2.0672,-0.9023,-1.7268,0.5061,2.4235,0.0326,-0.1173,1.3874,0.9625,3.794
1493594,"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.",2020,0.8835,0.7318,1.8989,-0.5121,-0.3484,0.0,0.0,0.0,0.0,0.4828,0.1165,2.2473
1493594,"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.",2021,0.8788,0.6918,1.7771,-0.5917,-0.5203,0.0366,-0.1218,0.0368,-0.1719,0.4923,0.1212,2.2974
1493594,"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.",2022,0.9256,-0.9493,-2.2365,-0.6705,-0.7175,0.8586,-4.0135,0.0466,-0.1972,0.3857,0.0744,-1.519
1493594,"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.",2023,0.9784,-0.5913,-0.5194,-0.5419,-0.4104,0.4917,1.7171,0.0647,0.3071,0.2078,0.0216,-0.1091
1494582,BOSTON OMAHA CORP,2021,0.5001,0.8751,2.5315,0.5135,1.3513,0.0,0.0,0.0,0.0,0.9999,0.4999,1.1802
1494582,BOSTON OMAHA CORP,2022,0.5474,-0.9055,-1.753,0.5268,1.3787,0.8844,-4.2845,0.041,0.0273,0.9514,0.4526,-3.1317
1494891,"SENSUS HEALTHCARE, INC.",2021,0.5931,-0.9416,-2.1286,-0.7901,-1.1074,0.0,0.0,0.0,0.0,0.9021,0.4069,-1.0213
1494891,"SENSUS HEALTHCARE, INC.",2022,0.1824,-0.1251,0.3114,-0.9169,-1.8538,0.7199,2.44,0.2316,-0.7464,1.2788,0.8176,2.1652
1496443,"PAYSIGN, INC.",2019,0.7636,-0.3168,0.0079,-0.1542,0.2669,0.0,0.0,0.0,0.0,0.6876,0.2364,-0.259
1496443,"PAYSIGN, INC.",2020,0.9173,-0.8057,-1.1721,-0.1672,0.2469,0.3182,-1.18,0.228,-0.02,0.4066,0.0827,-1.419
1498301,"ASCENA RETAIL GROUP, INC.",2020,0.8583,0.9769,3.8386,0.9265,2.9494,0.0,0.0,0.0,0.0,0.5323,0.1417,0.8892
1500435,"GOPRO, INC.",2019,0.9586,-0.8372,-1.3178,-0.7195,-0.86,0.0,0.0,0.0,0.0,0.2879,0.0414,-0.4577
1500435,"GOPRO, INC.",2020,0.9795,-0.8133,-1.205,-0.7849,-1.0869,0.0661,0.1127,0.0599,-0.2269,0.2026,0.0205,-0.1181
1500435,"GOPRO, INC.",2021,0.8837,-0.9491,-2.2338,-0.8899,-1.6324,0.4624,-1.0287,0.1556,-0.5455,0.4822,0.1163,-0.6013
1500435,"GOPRO, INC.",2022,0.9617,-0.9633,-2.4845,-0.9236,-1.9199,0.2236,-0.2507,0.0778,-0.2875,0.2767,0.0383,-0.5646
1504678,"LOOP INDUSTRIES, INC.",2023,0.9673,-0.8625,-1.4545,-0.8002,-1.1489,0.0,0.0,0.0,0.0,0.2558,0.0327,-0.3056
1506307,"KINDER MORGAN, INC.",2019,-0.2636,-0.8781,-1.5509,0.8882,2.6202,0.0,0.0,0.0,0.0,1.5897,1.2636,-4.1711
1506307,"KINDER MORGAN, INC.",2020,0.9862,0.9598,3.4158,0.9012,2.718,1.613,4.9666,0.0301,0.0978,0.1659,0.0138,0.6977
1506307,"KINDER MORGAN, INC.",2021,0.9887,0.9539,3.3098,0.8929,2.6543,0.0394,-0.106,0.0246,-0.0638,0.1505,0.0113,0.6555
1506307,"KINDER MORGAN, INC.",2022,0.9865,0.9489,3.2316,0.8719,2.5114,0.023,-0.0782,0.0379,-0.1429,0.1643,0.0135,0.7202
1506439,"SHARPSPRING, INC.",2019,0.7947,0.9211,2.8945,0.2237,0.8413,0.0,0.0,0.0,0.0,0.6408,0.2053,2.0531
1506439,"SHARPSPRING, INC.",2020,0.7151,0.951,3.2639,0.6447,1.6493,0.0825,0.3695,0.2917,0.808,0.7549,0.2849,1.6146
1509991,KOSMOS ENERGY LTD.,2019,0.1779,-0.9655,-2.5325,0.8345,2.3041,0.0,0.0,0.0,0.0,1.2823,0.8221,-4.8366
1509991,KOSMOS ENERGY LTD.,2020,0.3628,-0.9754,-2.7909,0.4388,1.2062,0.1484,-0.2584,0.23,-1.0979,1.1289,0.6372,-3.9971
1509991,KOSMOS ENERGY LTD.,2021,0.7995,-0.8754,-1.5338,-0.2866,0.0577,0.4256,1.2571,0.2247,-1.1485,0.6333,0.2005,-1.5915
1509991,KOSMOS ENERGY LTD.,2022,0.9899,-0.2587,0.1029,-0.4598,-0.2456,0.5673,1.6367,0.063,-0.3033,0.1419,0.0101,0.3485
1510964,"CV SCIENCES, INC.",2019,0.5576,-0.5114,-0.3469,-0.9794,-2.9222,0.0,0.0,0.0,0.0,0.9406,0.4424,2.5753
1511737,UBIQUITI INC.,2020,0.3849,0.9913,4.5724,-0.4198,-0.1712,0.0,0.0,0.0,0.0,1.1091,0.6151,4.7436
1511737,UBIQUITI INC.,2021,0.3823,0.9902,4.484,-0.4665,-0.2583,0.1148,-0.0883,0.025,-0.0871,1.1115,0.6177,4.7424
1511737,UBIQUITI INC.,2022,0.4008,0.9891,4.4032,-0.6208,-0.5896,0.1269,-0.0809,0.0725,-0.3313,1.0948,0.5992,4.9928
1517389,"JUBILANT FLAME INTERNATIONAL, LTD",2020,0.9747,-0.7882,-1.1,-0.501,-0.3259,0.0,0.0,0.0,0.0,0.2249,0.0253,-0.774
1517498,"MERION, INC.",2020,0.9743,-0.8532,-1.4016,-0.6065,-0.5551,0.0,0.0,0.0,0.0,0.2269,0.0257,-0.8465
1517498,"MERION, INC.",2021,0.9727,-0.8574,-1.4253,-0.5653,-0.4609,0.0408,-0.0237,0.0218,0.0942,0.2338,0.0273,-0.9644
1518461,"AMPLITECH GROUP, INC.",2020,0.1183,0.9659,3.5403,-0.9042,-1.742,0.0,0.0,0.0,0.0,1.3279,0.8817,5.2824
1518461,"AMPLITECH GROUP, INC.",2021,0.9769,-0.9687,-2.6055,-0.9245,-1.9288,1.5282,-6.1458,0.135,-0.1867,0.2148,0.0231,-0.6767
1518461,"AMPLITECH GROUP, INC.",2022,0.9892,-0.9422,-2.1353,-0.9297,-1.9846,0.186,0.4702,0.0971,-0.0558,0.1469,0.0108,-0.1507
1518832,"WPX ENERGY, INC.",2019,0.9233,0.8869,2.611,0.1759,0.7666,0.0,0.0,0.0,0.0,0.3916,0.0767,1.8444
1519751,"FORTUNE BRANDS HOME & SECURITY, INC.",2019,0.921,0.9899,4.466,0.9344,3.0379,0.0,0.0,0.0,0.0,0.3974,0.079,1.4281
1520118,"INTEGRATED VENTURES, INC.",2020,0.9646,-0.9121,-1.8102,-0.7226,-0.8695,0.0,0.0,0.0,0.0,0.2661,0.0354,-0.9407
1520118,"INTEGRATED VENTURES, INC.",2021,0.8106,-0.9685,-2.6019,-0.7172,-0.8527,0.3648,-0.7917,0.0065,0.0167,0.6155,0.1894,-1.7492
1520118,"INTEGRATED VENTURES, INC.",2022,0.8457,-0.9641,-2.5019,-0.7017,-0.806,0.0736,0.1,0.0177,0.0467,0.5556,0.1543,-1.6959
1520118,"INTEGRATED VENTURES, INC.",2023,0.8139,-0.9624,-2.4666,-0.6706,-0.7177,0.076,0.0353,0.0306,0.0883,0.6101,0.1861,-1.7489
1521332,APTIV PLC,2019,0.9932,0.9457,3.1841,0.9605,3.429,0.0,0.0,0.0,0.0,0.1167,0.0068,-0.245
1521332,APTIV PLC,2020,0.9759,0.9383,3.0855,0.9645,3.5102,0.1548,-0.0986,0.0353,0.0812,0.2197,0.0241,-0.4248
1521332,APTIV PLC,2021,0.9776,0.9419,3.1325,0.9681,3.5922,0.0304,0.047,0.0327,0.082,0.2117,0.0224,-0.4598
1521332,APTIV PLC,2022,0.8178,0.2802,0.9318,0.9658,3.5383,0.4565,-2.2007,0.0202,-0.0539,0.6037,0.1822,-2.6066
1522222,"CLS HOLDINGS USA, INC.",2020,0.9229,-0.9479,-2.2165,-0.7161,-0.8492,0.0,0.0,0.0,0.0,0.3926,0.0771,-1.3672
1522222,"CLS HOLDINGS USA, INC.",2021,0.8649,-0.963,-2.478,-0.6891,-0.7693,0.1436,-0.2615,0.0485,0.0799,0.5197,0.1351,-1.7086
1522222,"CLS HOLDINGS USA, INC.",2022,0.3864,-0.2807,0.0674,-0.6515,-0.6669,0.9436,2.5454,0.1034,0.1024,1.1077,0.6136,0.7343
1522222,"CLS HOLDINGS USA, INC.",2023,0.7654,-0.7819,-1.0755,0.6378,1.6317,0.3315,-1.1429,0.7122,2.2986,0.6849,0.2346,-2.7072
1524472,XYLEM INC.,2019,0.9842,0.8833,2.5856,0.9413,3.1245,0.0,0.0,0.0,0.0,0.178,0.0158,-0.5389
1524931,"CHUY'S HOLDINGS, INC.",2019,0.9843,0.9479,3.2153,0.9059,2.7565,0.0,0.0,0.0,0.0,0.1771,0.0157,0.4588
1524931,"CHUY'S HOLDINGS, INC.",2020,0.9868,0.9539,3.3106,0.9087,2.7802,0.0692,0.0952,0.0112,0.0237,0.1625,0.0132,0.5304
1524931,"CHUY'S HOLDINGS, INC.",2021,0.9864,0.9583,3.3864,0.909,2.7829,0.042,0.0759,0.0118,0.0027,0.1651,0.0136,0.6035
1524931,"CHUY'S HOLDINGS, INC.",2022,0.9866,0.948,3.2181,0.8964,2.6806,0.051,-0.1683,0.0235,-0.1023,0.1637,0.0134,0.5376
1525221,BRISTOW GROUP INC.,2022,0.59,-0.9481,-2.2195,0.2869,0.9428,0.0,0.0,0.0,0.0,0.9055,0.41,-3.1623
1525306,FIRST AMERICA RESOURCES CORP,2021,0.9271,-0.6613,-0.6926,0.3496,1.0475,0.0,0.0,0.0,0.0,0.3818,0.0729,-1.7401
1525306,FIRST AMERICA RESOURCES CORP,2022,0.853,-0.8763,-1.5394,0.3658,1.0753,0.1952,-0.8468,0.0186,0.0277,0.5421,0.147,-2.6147
1525306,FIRST AMERICA RESOURCES CORP,2023,0.7493,-0.9285,-1.9713,0.5642,1.4585,0.1461,-0.4319,0.0797,0.3833,0.7081,0.2507,-3.4298
1527102,"EVERGREEN SUSTAINABLE ENTERPRISES, INC.",2021,0.9886,-0.8779,-1.5497,-0.8629,-1.4566,0.0,0.0,0.0,0.0,0.1507,0.0114,-0.0931
1527102,"EVERGREEN SUSTAINABLE ENTERPRISES, INC.",2022,0.9902,-0.9476,-2.211,-0.9025,-1.7286,0.2171,-0.6613,0.0772,-0.272,0.1397,0.0098,-0.4824
1527599,"SYNLOGIC, INC.",2019,0.9894,-0.9034,-1.7354,-0.95,-2.2484,0.0,0.0,0.0,0.0,0.1455,0.0106,0.513
1527599,"SYNLOGIC, INC.",2020,0.9944,-0.9003,-1.7108,-0.9274,-1.9595,0.0346,0.0247,0.0754,0.2888,0.1056,0.0056,0.2488
1527599,"SYNLOGIC, INC.",2021,0.9607,-0.868,-1.4874,-0.9532,-2.2984,0.0621,0.2233,0.1337,-0.3388,0.2803,0.0393,0.8109
1527599,"SYNLOGIC, INC.",2022,0.8982,-0.8466,-1.3659,-0.9676,-2.5804,0.0317,0.1215,0.1541,-0.2821,0.4513,0.1018,1.2145
1527702,IQSTEL INC,2019,0.9685,0.0062,0.5093,-0.4932,-0.3104,0.0,0.0,0.0,0.0,0.2508,0.0315,0.8197
1527702,IQSTEL INC,2020,0.9553,-0.0214,0.4678,-0.0384,0.4424,0.011,-0.0414,0.2241,0.7528,0.2991,0.0447,0.0255
1528308,"IONIX TECHNOLOGY, INC.",2021,0.2343,-0.2098,0.1806,0.1288,0.6942,0.0,0.0,0.0,0.0,1.2375,0.7657,-0.5136
1528356,GENIE ENERGY LTD.,2022,0.9384,0.9572,3.3662,0.9722,3.6969,0.0,0.0,0.0,0.0,0.351,0.0616,-0.3307
1529463,"FTS INTERNATIONAL, INC.",2020,0.9845,0.185,0.7807,0.5812,1.4965,0.0,0.0,0.0,0.0,0.1759,0.0155,-0.7158
1529628,"SMART SAND, INC.",2019,0.6451,0.9795,3.9289,0.5547,1.4378,0.0,0.0,0.0,0.0,0.8425,0.3549,2.4911
1529628,"SMART SAND, INC.",2020,0.6014,0.9739,3.7457,0.5561,1.4408,0.0987,-0.1832,0.0043,0.003,0.8929,0.3986,2.3049
1529628,"SMART SAND, INC.",2021,0.4017,0.8889,2.6253,0.553,1.434,0.3979,-1.1204,0.0049,-0.0068,1.0938,0.5983,1.1913
1529628,"SMART SAND, INC.",2022,0.4909,0.9268,2.953,0.5583,1.4456,0.1356,0.3277,0.0046,0.0116,1.009,0.5091,1.5073
1530163,"SAMSARA LUGGAGE, INC.",2020,0.9806,-0.8788,-1.5554,-0.6698,-0.7155,0.0,0.0,0.0,0.0,0.1967,0.0194,-0.84
1530163,"SAMSARA LUGGAGE, INC.",2021,0.9865,-0.8637,-1.4616,-0.6728,-0.7237,0.054,0.0938,0.014,-0.0082,0.1644,0.0135,-0.7379
1530746,"KAYA HOLDINGS, INC.",2021,0.7178,-0.3676,-0.0784,-0.889,-1.626,0.0,0.0,0.0,0.0,0.7512,0.2822,1.5476
1530746,"KAYA HOLDINGS, INC.",2022,0.9641,-0.8367,-1.3152,-0.8974,-1.6879,0.9896,-1.2367,0.0494,-0.0619,0.2678,0.0359,0.3728
1530766,"BIOSIG TECHNOLOGIES, INC.",2022,0.6941,-0.9007,-1.7139,0.5016,1.3271,0.0,0.0,0.0,0.0,0.7822,0.3059,-3.041
1530950,"POST HOLDINGS, INC.",2023,0.8843,0.8452,2.3588,0.9826,4.0511,0.0,0.0,0.0,0.0,0.4811,0.1157,-1.6923
1532286,"NINE ENERGY SERVICE, INC.",2020,0.9244,-0.6763,-0.7334,0.2267,0.8461,0.0,0.0,0.0,0.0,0.3889,0.0756,-1.5795
1532286,"NINE ENERGY SERVICE, INC.",2021,0.9554,-0.5499,-0.4273,0.1606,0.743,0.0986,0.3061,0.0252,-0.1032,0.2987,0.0446,-1.1703
1532286,"NINE ENERGY SERVICE, INC.",2022,0.9796,-0.0669,0.3995,0.2574,0.8949,0.1795,0.8268,0.0331,0.152,0.202,0.0204,-0.4954
1532390,ALKALINE WATER CO INC,2020,0.8661,-0.9609,-2.4372,-0.7377,-0.9181,0.0,0.0,0.0,0.0,0.5175,0.1339,-1.5191
1532390,ALKALINE WATER CO INC,2021,0.8882,-0.9587,-2.3939,-0.798,-1.1398,0.0621,0.0433,0.0971,-0.2216,0.4728,0.1118,-1.2541
1532390,ALKALINE WATER CO INC,2022,0.9635,-0.9535,-2.3037,-0.8319,-1.2912,0.1831,0.0903,0.0794,-0.1514,0.2701,0.0365,-1.0125
1532390,ALKALINE WATER CO INC,2023,0.961,-0.9484,-2.2233,-0.7799,-1.0677,0.0687,0.0804,0.0938,0.2235,0.2794,0.039,-1.1556
1533357,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,2020,0.8258,-0.3917,-0.1207,0.49,1.3041,0.0,0.0,0.0,0.0,0.5902,0.1742,-1.4247
1533357,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,2021,0.8069,-0.578,-0.4892,0.49,1.3041,0.0799,-0.3686,0.0,0.0,0.6215,0.1931,-1.7933
1535955,LIPOCINE INC.,2019,0.4315,0.7295,1.8915,-0.9306,-1.9947,0.0,0.0,0.0,0.0,1.0663,0.5685,3.8862
1537561,"ARCH THERAPEUTICS, INC.",2020,0.8609,-0.9643,-2.5053,-0.7739,-1.045,0.0,0.0,0.0,0.0,0.5275,0.1391,-1.4603
1537561,"ARCH THERAPEUTICS, INC.",2021,0.9719,-0.9174,-1.8584,-0.7681,-1.0236,0.309,0.6469,0.0055,0.0214,0.2371,0.0281,-0.8348
1537561,"ARCH THERAPEUTICS, INC.",2022,0.9712,-0.4547,-0.2359,-0.7389,-0.9221,0.3927,1.6225,0.0431,0.1015,0.2401,0.0288,0.6862
1539838,"DIAMONDBACK ENERGY, INC.",2019,0.7873,0.9333,3.0252,-0.3324,-0.0183,0.0,0.0,0.0,0.0,0.6522,0.2127,3.0435
1539838,"DIAMONDBACK ENERGY, INC.",2020,0.9018,0.9241,2.9247,0.3051,0.9727,0.0744,-0.1004,0.198,0.991,0.4432,0.0982,1.9521
1539838,"DIAMONDBACK ENERGY, INC.",2021,0.814,-0.9231,-1.9141,0.2385,0.8648,0.9587,-4.8388,0.0259,-0.1079,0.6099,0.186,-2.7789
1539838,"DIAMONDBACK ENERGY, INC.",2022,0.8661,-0.9099,-1.7908,-0.0315,0.4528,0.0473,0.1233,0.0849,-0.412,0.5175,0.1339,-2.2436
1540684,ATLAS LITHIUM CORP,2022,0.9921,-0.8991,-1.7015,-0.82,-1.2351,0.0,0.0,0.0,0.0,0.1259,0.0079,-0.4665
1543637,"NU-MED PLUS, INC.",2019,0.9781,-0.784,-1.0837,-0.8518,-1.3938,0.0,0.0,0.0,0.0,0.2091,0.0219,0.3101
1543652,"FREE FLOW, INC.",2019,0.9736,-0.9126,-1.8145,-0.736,-0.9124,0.0,0.0,0.0,0.0,0.2297,0.0264,-0.9021
1546853,"SKKYNET CLOUD SYSTEMS, INC.",2019,0.7508,-0.923,-1.9132,0.3995,1.1347,0.0,0.0,0.0,0.0,0.7059,0.2492,-3.0479
1546853,"SKKYNET CLOUD SYSTEMS, INC.",2020,0.7659,-0.9144,-1.8307,0.3903,1.1182,0.0326,0.0826,0.0257,-0.0165,0.6842,0.2341,-2.9489
1546853,"SKKYNET CLOUD SYSTEMS, INC.",2021,0.6919,-0.9568,-2.3606,0.3974,1.1308,0.5053,-0.5299,0.0057,0.0126,0.785,0.3081,-3.4914
1546853,"SKKYNET CLOUD SYSTEMS, INC.",2022,0.6999,-0.9492,-2.235,0.4071,1.1482,0.0544,0.1256,0.0068,0.0173,0.7748,0.3001,-3.3832
1550695,PERFORMANT FINANCIAL CORP,2019,0.9732,-0.2751,0.0765,0.4024,1.1398,0.0,0.0,0.0,0.0,0.2315,0.0268,-1.0633
1550695,PERFORMANT FINANCIAL CORP,2020,0.8917,-0.7029,-0.8096,0.3808,1.1015,0.3351,-0.8861,0.026,-0.0383,0.4655,0.1083,-1.9111
1550695,PERFORMANT FINANCIAL CORP,2021,0.9727,0.8446,2.3556,0.4403,1.209,0.6847,3.1652,0.0297,0.1075,0.2335,0.0273,1.1466
1551152,ABBVIE INC.,2020,0.5815,0.9879,4.3287,-0.1104,0.3337,0.0,0.0,0.0,0.0,0.9149,0.4185,3.995
1551152,ABBVIE INC.,2021,0.5089,0.9334,3.0259,0.4174,1.1669,0.7401,-1.3028,0.2838,0.8332,0.9911,0.4911,1.859
1551152,ABBVIE INC.,2022,0.9624,0.9318,3.0075,0.9127,2.8156,0.0444,-0.0183,0.7265,1.6487,0.2741,0.0376,0.192
1551906,WEST COAST VENTURES GROUP CORP.,2019,0.8573,-0.9011,-1.7172,0.0591,0.5887,0.0,0.0,0.0,0.0,0.5341,0.1427,-2.3059
1554859,"SEMLER SCIENTIFIC, INC.",2020,0.0936,-0.63,-0.6121,-0.7557,-0.979,0.0,0.0,0.0,0.0,1.3464,0.9064,0.3669
1554859,"SEMLER SCIENTIFIC, INC.",2021,0.2073,-0.5641,-0.4582,-0.8696,-1.4973,0.036,0.154,0.1506,-0.5183,1.2591,0.7927,1.0391
1555280,ZOETIS INC.,2022,0.7747,0.8715,2.5086,0.729,1.89,0.0,0.0,0.0,0.0,0.6713,0.2253,0.6187
1555972,STERLING CONSOLIDATED CORP,2019,0.625,0.9269,2.9541,-0.6091,-0.5611,0.0,0.0,0.0,0.0,0.866,0.375,3.5153
1555972,STERLING CONSOLIDATED CORP,2020,0.9066,-0.9481,-2.2193,-0.5935,-0.5246,1.1417,-5.1735,0.0417,0.0365,0.4322,0.0934,-1.6947
1555972,STERLING CONSOLIDATED CORP,2021,0.876,-0.9673,-2.5718,-0.5586,-0.4462,0.1371,-0.3525,0.0373,0.0784,0.4981,0.124,-2.1257
1556179,"ROCKY MOUNTAIN INDUSTRIALS, INC.",2022,0.9861,-0.8511,-1.3901,-0.7254,-0.8786,0.0,0.0,0.0,0.0,0.1666,0.0139,-0.5115
1556179,"ROCKY MOUNTAIN INDUSTRIALS, INC.",2023,0.968,-0.8902,-1.6346,-0.6238,-0.5968,0.0699,-0.2446,0.0651,0.2817,0.2531,0.032,-1.0378
1556263,"SYROS PHARMACEUTICALS, INC.",2019,0.9864,-0.8944,-1.6652,-0.9501,-2.2497,0.0,0.0,0.0,0.0,0.1647,0.0136,0.5845
1556266,"TD HOLDINGS, INC.",2021,0.2741,0.9886,4.3692,-0.6794,-0.7421,0.0,0.0,0.0,0.0,1.2049,0.7259,5.1113
1557142,"KADMON HOLDINGS, INC.",2019,0.7142,-0.9179,-1.8633,0.53,1.3852,0.0,0.0,0.0,0.0,0.756,0.2858,-3.2485
1557142,"KADMON HOLDINGS, INC.",2020,0.6404,-0.9564,-2.353,0.5468,1.4207,0.1387,-0.4897,0.0303,0.0355,0.848,0.3596,-3.7737
1557376,"ORGANICELL REGENERATIVE MEDICINE, INC.",2022,0.9838,-0.887,-1.6113,-0.7221,-0.8681,0.0,0.0,0.0,0.0,0.18,0.0162,-0.7432
1557798,"TIANCI INTERNATIONAL, INC.",2020,0.9937,-0.8169,-1.2213,-0.684,-0.7549,0.0,0.0,0.0,0.0,0.112,0.0063,-0.4664
1558465,"PETROGRESS, INC",2020,0.4079,-0.7514,-0.9642,-0.7917,-1.114,0.0,0.0,0.0,0.0,1.0882,0.5921,0.1497
1561660,PATTERN ENERGY GROUP INC.,2019,0.9347,0.6263,1.603,0.9282,2.9676,0.0,0.0,0.0,0.0,0.3614,0.0653,-1.3647
1561880,"LEGACY EDUCATION ALLIANCE, INC.",2019,0.1736,-0.8551,-1.4121,-0.7114,-0.8351,0.0,0.0,0.0,0.0,1.2856,0.8264,-0.577
1563665,"BIOSTAGE, INC.",2019,0.932,-0.957,-2.3643,-0.8813,-1.5726,0.0,0.0,0.0,0.0,0.3687,0.068,-0.7917
1563665,"BIOSTAGE, INC.",2020,0.9795,-0.9376,-2.0763,-0.8752,-1.5324,0.1838,0.288,0.0103,0.0402,0.2023,0.0205,-0.5439
1566373,"F-STAR THERAPEUTICS, INC.",2021,0.9502,-0.9671,-2.5692,-0.9297,-1.9842,0.0,0.0,0.0,0.0,0.3156,0.0498,-0.585
1568139,BIO-EN HOLDINGS CORP.,2019,0.9396,-0.1196,0.3197,-0.8306,-1.2851,0.0,0.0,0.0,0.0,0.3476,0.0604,1.6048
1568139,BIO-EN HOLDINGS CORP.,2020,0.9856,-0.8713,-1.5074,-0.8187,-1.2293,0.4498,-1.8271,0.017,0.0558,0.1694,0.0144,-0.2781
