CIK,Company_Name,Filing_Year_End,Alignment_Similarity,Score_1_Fin,Score_1_Fin_Unbounded,Score_1_Text,Score_1_Text_Unbounded,Score_2_Fin_Velocity,Score_2_Fin_Directional,Score_2_Text_Velocity,Score_2_Text_Directional,Score_3_Decoupling_Distance,Score_3_Cosine_Dissimilarity,Score_3_Signed_Divergence
718937,STAAR SURGICAL CO,2019,0.9553,0.0346,0.5519,-0.4204,-0.1722,0.0,0.0,0.0,0.0,0.2989,0.0447,0.7241
718937,STAAR SURGICAL CO,2020,0.9604,0.5054,1.3348,0.1391,0.71,0.16,0.7829,0.184,0.8822,0.2816,0.0396,0.6248
718937,STAAR SURGICAL CO,2021,0.975,0.5972,1.5331,0.4852,1.2945,0.04,0.1983,0.1286,0.5846,0.2238,0.025,0.2385
718937,STAAR SURGICAL CO,2022,0.9833,0.7268,1.8828,0.5622,1.454,0.0728,0.3497,0.0562,0.1595,0.1829,0.0167,0.4288
719494,"INRAD OPTICS, INC.",2019,-0.075,0.9235,2.9188,-0.409,-0.1517,0.0,0.0,0.0,0.0,1.4663,1.075,3.0705
719494,"INRAD OPTICS, INC.",2020,-0.0804,0.4605,1.2468,-0.5604,-0.4502,0.3482,-1.672,0.0644,-0.2985,1.4699,1.0804,1.697
719494,"INRAD OPTICS, INC.",2021,-0.0456,0.4202,1.1719,-0.7672,-1.0202,0.0164,-0.075,0.1318,-0.5701,1.4461,1.0456,2.1921
719494,"INRAD OPTICS, INC.",2022,0.4146,-0.6471,-0.6554,-0.9012,-1.7177,0.4539,-1.8272,0.1788,-0.6975,1.082,0.5854,1.0624
719733,KEY TRONIC CORP,2020,0.9214,0.9739,3.7447,0.9879,4.329,0.0,0.0,0.0,0.0,0.3965,0.0786,-0.5843
719733,KEY TRONIC CORP,2021,0.8238,0.9644,3.509,0.9787,3.9002,0.0611,-0.2357,0.2428,-0.4289,0.5937,0.1762,-0.3912
719733,KEY TRONIC CORP,2022,0.6213,-0.8892,-1.6275,-0.2392,0.1341,1.0795,-5.1365,0.9688,-3.766,0.8703,0.3787,-1.7616
719733,KEY TRONIC CORP,2023,0.6476,-0.8777,-1.5482,0.1543,0.7333,0.086,0.0793,0.1242,0.5992,0.8395,0.3524,-2.2815
720875,DYNATRONICS CORP,2022,0.9704,-0.4485,-0.2243,-0.6455,-0.6513,0.0,0.0,0.0,0.0,0.2432,0.0296,0.4271
720875,DYNATRONICS CORP,2023,0.9889,-0.5731,-0.4783,-0.5798,-0.4932,0.1073,-0.254,0.0496,0.1581,0.149,0.0111,0.015
723612,"AVIS BUDGET GROUP, INC.",2022,0.9821,0.9805,3.9663,0.9587,3.3948,0.0,0.0,0.0,0.0,0.1892,0.0179,0.5715
724910,NVE CORP /NEW/,2020,0.884,-0.3524,-0.0523,-0.6041,-0.5493,0.0,0.0,0.0,0.0,0.4816,0.116,0.497
726958,CASEYS GENERAL STORES INC,2020,0.923,0.8894,2.6285,0.9808,3.9768,0.0,0.0,0.0,0.0,0.3924,0.077,-1.3483
726958,CASEYS GENERAL STORES INC,2021,0.9519,0.9302,2.9901,0.9819,4.0207,0.0954,0.3616,0.0122,0.044,0.31,0.0481,-1.0306
726958,CASEYS GENERAL STORES INC,2022,0.9475,0.9255,2.9388,0.9824,4.0438,0.0119,-0.0513,0.0104,0.023,0.3239,0.0525,-1.1049
726958,CASEYS GENERAL STORES INC,2023,0.9439,0.9171,2.8559,0.982,4.0278,0.0185,-0.0829,0.0099,-0.016,0.3349,0.0561,-1.1719
727273,CADIZ INC,2019,0.9462,-0.8923,-1.6499,-0.3887,-0.1155,0.0,0.0,0.0,0.0,0.328,0.0538,-1.5344
727273,CADIZ INC,2020,0.9521,0.3393,1.03,-0.2544,0.1098,0.6121,2.6799,0.069,0.2253,0.3096,0.0479,0.9202
727273,CADIZ INC,2021,0.963,0.2959,0.9576,0.039,0.5585,0.2066,-0.0724,0.1627,0.4487,0.2721,0.037,0.3991
727273,CADIZ INC,2022,0.9542,0.0211,0.5317,0.4529,1.2325,0.1164,-0.4259,0.1832,0.674,0.3028,0.0458,-0.7008
727510,"ENZON PHARMACEUTICALS, INC.",2019,0.2539,0.7459,1.9454,-0.7773,-1.0579,0.0,0.0,0.0,0.0,1.2216,0.7461,3.0033
727510,"ENZON PHARMACEUTICALS, INC.",2020,0.974,-0.7876,-1.0978,-0.6185,-0.5839,1.1266,-3.0432,0.107,0.474,0.2279,0.026,-0.5139
727510,"ENZON PHARMACEUTICALS, INC.",2021,0.9477,-0.8853,-1.5995,-0.7168,-0.8517,0.5363,-0.5017,0.2171,-0.2678,0.3234,0.0523,-0.7478
727510,"ENZON PHARMACEUTICALS, INC.",2022,0.974,-0.8642,-1.4647,-0.7762,-1.0535,0.0574,0.1348,0.1271,-0.2018,0.2282,0.026,-0.4112
727634,ISIGN SOLUTIONS INC.,2019,0.9192,0.0971,0.6461,-0.8002,-1.1486,0.0,0.0,0.0,0.0,0.402,0.0808,1.7947
727634,ISIGN SOLUTIONS INC.,2020,0.9051,0.0526,0.579,-0.8545,-1.4087,0.0151,-0.0671,0.0884,-0.2601,0.4358,0.0949,1.9877
727634,ISIGN SOLUTIONS INC.,2021,0.8857,0.0324,0.5487,-0.8895,-1.6291,0.0081,-0.0303,0.0633,-0.2204,0.4781,0.1143,2.1778
728385,MIDWEST ENERGY EMISSIONS CORP.,2022,0.1089,0.5903,1.5172,-0.8481,-1.3742,0.0,0.0,0.0,0.0,1.335,0.8911,2.8914
728391,"IPALCO ENTERPRISES, INC.",2019,0.9754,0.9686,3.6044,0.9864,4.2367,0.0,0.0,0.0,0.0,0.2217,0.0246,-0.6323
728391,"IPALCO ENTERPRISES, INC.",2020,0.9863,0.9841,4.1215,0.9882,4.3474,0.1392,0.5172,0.0398,0.1107,0.1654,0.0137,-0.2259
728391,"IPALCO ENTERPRISES, INC.",2021,0.6392,0.9696,3.6286,0.9898,4.4538,0.9397,-0.4929,0.0356,0.1063,0.8495,0.3608,-0.8251
730464,ADTALEM GLOBAL EDUCATION INC.,2022,0.9798,0.8729,2.5178,0.8783,2.5524,0.0,0.0,0.0,0.0,0.2011,0.0202,-0.0346
730464,ADTALEM GLOBAL EDUCATION INC.,2023,0.986,0.9115,2.8044,0.8797,2.5619,0.0643,0.2866,0.027,0.0095,0.167,0.014,0.2425
730669,FCCC INC,2021,0.8817,-0.9477,-2.2133,-0.3978,-0.1315,0.0,0.0,0.0,0.0,0.4865,0.1183,-2.0818
731802,ATMOS ENERGY CORP,2020,0.9884,0.9904,4.4988,0.989,4.4,0.0,0.0,0.0,0.0,0.1522,0.0116,0.0988
731802,ATMOS ENERGY CORP,2021,0.9625,0.9683,3.5972,0.9893,4.4186,0.2465,-0.9016,0.0075,0.0186,0.2737,0.0375,-0.8214
731802,ATMOS ENERGY CORP,2022,0.8715,0.9874,4.2976,0.9891,4.405,0.6388,0.7003,0.0104,-0.0136,0.507,0.1285,-0.1075
731802,ATMOS ENERGY CORP,2023,0.8219,0.9878,4.3229,0.9892,4.4104,0.1041,0.0254,0.0119,0.0053,0.5968,0.1781,-0.0874
732026,TRIO-TECH INTERNATIONAL,2020,0.3239,-0.1659,0.2488,0.49,1.3041,0.0,0.0,0.0,0.0,1.1628,0.6761,-1.0553
732026,TRIO-TECH INTERNATIONAL,2021,0.1923,-0.866,-1.475,0.49,1.3041,0.3632,-1.7238,0.0,0.0,1.2709,0.8077,-2.7791
732834,"CONTINENTAL RESOURCES, INC",2019,0.9102,-0.8364,-1.3137,0.1007,0.6516,0.0,0.0,0.0,0.0,0.4238,0.0898,-1.9654
732834,"CONTINENTAL RESOURCES, INC",2020,0.9305,0.8676,2.4847,0.1147,0.6728,0.753,3.7985,0.0231,0.0212,0.3727,0.0695,1.8119
732834,"CONTINENTAL RESOURCES, INC",2021,0.8762,0.9139,2.8262,-0.0738,0.389,0.0878,0.3415,0.0563,-0.2838,0.4976,0.1238,2.4372
732834,"CONTINENTAL RESOURCES, INC",2022,0.8166,0.9459,3.1876,-0.1443,0.2821,0.098,0.3614,0.0242,-0.107,0.6056,0.1834,2.9056
738214,"AEMETIS, INC",2019,0.8529,0.4573,1.2407,0.4803,1.2851,0.0,0.0,0.0,0.0,0.5425,0.1471,-0.0443
738214,"AEMETIS, INC",2020,0.9419,0.4695,1.2641,0.8146,2.211,0.0205,0.0233,0.3238,0.926,0.3409,0.0581,-0.947
738214,"AEMETIS, INC",2021,0.9473,0.8748,2.5295,0.8334,2.2989,0.3082,1.2654,0.0462,0.0878,0.3245,0.0527,0.2306
742112,INVACARE CORP,2019,0.298,-0.1543,0.2666,0.9916,4.601,0.0,0.0,0.0,0.0,1.1849,0.702,-4.3343
742112,INVACARE CORP,2020,0.6599,0.7626,2.0037,0.9926,4.6993,0.3643,1.7371,0.1922,0.0983,0.8247,0.3401,-2.6956
742112,INVACARE CORP,2021,0.6581,0.6413,1.6406,0.9936,4.8015,0.8862,-0.3631,0.088,0.1022,0.8269,0.3419,-3.1609
742112,INVACARE CORP,2022,0.3308,-0.4462,-0.2198,0.9934,4.779,0.7325,-1.8605,0.0753,-0.0226,1.1569,0.6692,-4.9988
743316,MAXIM INTEGRATED PRODUCTS INC,2020,0.8806,0.9881,4.3364,0.818,2.2262,0.0,0.0,0.0,0.0,0.4886,0.1194,2.1102
743316,MAXIM INTEGRATED PRODUCTS INC,2021,0.968,0.6979,1.7947,0.8281,2.2733,0.5981,-2.5417,0.0209,0.0471,0.253,0.032,-0.4786
743988,XILINX INC,2020,0.9501,0.9254,2.9376,0.6334,1.6206,0.0,0.0,0.0,0.0,0.3158,0.0499,1.317
743988,XILINX INC,2021,0.9414,0.9166,2.8512,0.6061,1.5541,0.0315,-0.0864,0.0891,-0.0665,0.3425,0.0586,1.2971
744187,REX AMERICAN RESOURCES CORP,2020,0.3126,-0.9669,-2.5624,0.9551,3.3301,0.0,0.0,0.0,0.0,1.1725,0.6874,-5.8925
744187,REX AMERICAN RESOURCES CORP,2021,0.5589,-0.8994,-1.7034,0.9319,3.0087,0.2755,0.859,0.0744,-0.3214,0.9393,0.4411,-4.7121
744187,REX AMERICAN RESOURCES CORP,2022,0.8704,-0.2321,0.1453,0.8385,2.3239,0.5035,1.8487,0.1515,-0.6847,0.5091,0.1296,-2.1786
744187,REX AMERICAN RESOURCES CORP,2023,0.9696,0.6894,1.7703,0.7978,2.1387,0.3278,1.625,0.0563,-0.1853,0.2466,0.0304,-0.3683
746598,BRADY CORP,2020,0.9838,0.9229,2.9128,0.8481,2.3738,0.0,0.0,0.0,0.0,0.1797,0.0162,0.539
746838,UNISYS CORP,2019,0.9786,0.9516,3.2724,0.9034,2.7353,0.0,0.0,0.0,0.0,0.2069,0.0214,0.537
746838,UNISYS CORP,2020,0.9849,0.9581,3.3825,0.911,2.8004,0.0639,0.1101,0.0244,0.0651,0.1736,0.0151,0.5821
746838,UNISYS CORP,2021,0.9844,0.9722,3.6967,0.9356,3.0517,0.1159,0.3143,0.0633,0.2513,0.1767,0.0156,0.645
746838,UNISYS CORP,2022,0.9901,0.9543,3.3171,0.9403,3.1107,0.1621,-0.3797,0.0196,0.059,0.1408,0.0099,0.2064
752294,ELECTRONIC SYSTEMS TECHNOLOGY INC,2019,0.7334,-0.968,-2.5905,-0.4226,-0.1762,0.0,0.0,0.0,0.0,0.7302,0.2666,-2.4142
752294,ELECTRONIC SYSTEMS TECHNOLOGY INC,2020,0.7779,-0.9658,-2.5379,-0.4484,-0.2241,0.0724,0.0526,0.1722,-0.0479,0.6664,0.2221,-2.3138
752294,ELECTRONIC SYSTEMS TECHNOLOGY INC,2021,0.904,-0.9556,-2.3385,-0.698,-0.7951,0.2438,0.1994,0.3624,-0.5709,0.4381,0.096,-1.5435
752294,ELECTRONIC SYSTEMS TECHNOLOGY INC,2022,0.8901,-0.9338,-2.0308,-0.7919,-1.1148,0.1969,0.3078,0.0788,-0.3197,0.4688,0.1099,-0.916
763744,LCI INDUSTRIES,2019,0.9662,0.9633,3.4848,0.8543,2.4076,0.0,0.0,0.0,0.0,0.2601,0.0338,1.0772
763744,LCI INDUSTRIES,2020,0.9724,0.9578,3.3786,0.859,2.434,0.0308,-0.1061,0.0256,0.0265,0.2349,0.0276,0.9446
763744,LCI INDUSTRIES,2021,0.9879,0.931,2.9987,0.8925,2.6515,0.087,-0.3799,0.0572,0.2174,0.1556,0.0121,0.3473
763744,LCI INDUSTRIES,2022,0.9915,0.8969,2.6843,0.8842,2.5918,0.0698,-0.3144,0.0252,-0.0597,0.1302,0.0085,0.0925
764065,CLEVELAND-CLIFFS INC.,2019,0.0022,-0.9674,-2.5754,0.9819,4.0214,0.0,0.0,0.0,0.0,1.4126,0.9978,-6.5969
766421,"ALASKA AIR GROUP, INC.",2019,0.9892,0.9444,3.1661,0.8921,2.6482,0.0,0.0,0.0,0.0,0.1471,0.0108,0.5179
766421,"ALASKA AIR GROUP, INC.",2020,0.9965,0.896,2.6775,0.885,2.5978,0.1111,-0.4885,0.0196,-0.0504,0.0841,0.0035,0.0797
766421,"ALASKA AIR GROUP, INC.",2021,0.9929,0.9224,2.9071,0.8845,2.5938,0.068,0.2296,0.0133,-0.004,0.1189,0.0071,0.3134
766421,"ALASKA AIR GROUP, INC.",2022,0.9931,0.9308,2.9966,0.8866,2.6086,0.0472,0.0895,0.008,0.0148,0.1175,0.0069,0.388
766829,SJW GROUP,2019,0.8593,0.9856,4.1943,0.995,4.9957,0.0,0.0,0.0,0.0,0.5305,0.1407,-0.8013
766829,SJW GROUP,2020,0.9862,0.994,4.8509,0.9953,5.0411,0.5691,0.6566,0.0249,0.0455,0.1661,0.0138,-0.1902
766829,SJW GROUP,2021,0.9545,0.9888,4.3871,0.9955,5.0684,0.169,-0.4638,0.0338,0.0273,0.3017,0.0455,-0.6813
766829,SJW GROUP,2022,0.8764,0.9703,3.6473,0.9956,5.083,0.215,-0.7398,0.0118,0.0146,0.4973,0.1236,-1.4357
768411,CYBEROPTICS CORP,2019,0.7609,0.3118,0.9837,0.9567,3.3577,0.0,0.0,0.0,0.0,0.6916,0.2391,-2.3739
768411,CYBEROPTICS CORP,2020,0.854,0.7346,1.908,0.9543,3.3171,0.1938,0.9243,0.0543,-0.0406,0.5404,0.146,-1.4091
768411,CYBEROPTICS CORP,2021,0.964,0.7273,1.8846,0.7827,2.0784,0.0147,-0.0235,0.3396,-1.2387,0.2683,0.036,-0.1938
771266,KOPIN CORP,2019,0.9688,-0.8256,-1.2613,-0.5699,-0.471,0.0,0.0,0.0,0.0,0.2498,0.0312,-0.7904
775057,ALTEX INDUSTRIES INC,2020,0.7686,-0.8411,-1.3376,-0.8126,-1.2019,0.0,0.0,0.0,0.0,0.6802,0.2314,-0.1357
775057,ALTEX INDUSTRIES INC,2021,0.7718,-0.8561,-1.4177,-0.8147,-1.2114,0.0215,-0.0801,0.0121,-0.0095,0.6755,0.2282,-0.2062
775057,ALTEX INDUSTRIES INC,2022,0.7693,-0.78,-1.0682,-0.8488,-1.3775,0.1281,0.3495,0.1066,-0.1661,0.6792,0.2307,0.3093
775057,ALTEX INDUSTRIES INC,2023,0.7255,-0.7904,-1.1085,-0.79,-1.107,0.0147,-0.0404,0.0899,0.2705,0.741,0.2745,-0.0015
778164,"ALTO INGREDIENTS, INC.",2022,0.9795,0.9567,3.3589,0.9571,3.3648,0.0,0.0,0.0,0.0,0.2024,0.0205,-0.0058
786947,"ACURA PHARMACEUTICALS, INC",2019,-0.2323,0.9576,3.3747,-0.8588,-1.4331,0.0,0.0,0.0,0.0,1.5699,1.2323,4.8079
786947,"ACURA PHARMACEUTICALS, INC",2020,0.8531,0.4493,1.2257,-0.8509,-1.3893,1.3995,-2.149,0.0108,0.0439,0.542,0.1469,2.615
786947,"ACURA PHARMACEUTICALS, INC",2021,0.8909,-0.0262,0.4608,-0.8519,-1.3945,0.2787,-0.7649,0.015,-0.0052,0.4671,0.1091,1.8552
788965,HALLADOR ENERGY CO,2019,0.1457,-0.9676,-2.5804,0.9838,4.1046,0.0,0.0,0.0,0.0,1.3071,0.8543,-6.6849
788965,HALLADOR ENERGY CO,2020,0.8371,0.8053,2.1702,0.9854,4.1827,1.0422,4.7506,0.035,0.0781,0.5707,0.1629,-2.0124
788965,HALLADOR ENERGY CO,2021,0.934,0.9297,2.9842,0.9822,4.0363,0.1914,0.8139,0.0456,-0.1464,0.3634,0.066,-1.0521
788965,HALLADOR ENERGY CO,2022,0.9377,0.9175,2.8596,0.9776,3.8607,0.0377,-0.1246,0.0562,-0.1756,0.353,0.0623,-1.0011
789460,WORLD FUEL SERVICES CORP,2019,0.5957,-0.9074,-1.7688,0.9006,2.7133,0.0,0.0,0.0,0.0,0.8992,0.4043,-4.4821
789460,WORLD FUEL SERVICES CORP,2020,0.9788,0.7798,2.0673,0.9298,2.9849,0.7766,3.8361,0.0662,0.2716,0.2062,0.0212,-0.9177
789460,WORLD FUEL SERVICES CORP,2021,0.9827,0.8346,2.3047,0.9381,3.0823,0.049,0.2374,0.0279,0.0974,0.1859,0.0173,-0.7776
789460,WORLD FUEL SERVICES CORP,2022,0.9889,0.8346,2.3046,0.9235,2.9185,0.0086,-0.0001,0.0418,-0.1638,0.149,0.0111,-0.6139
790526,"RADNET, INC.",2019,0.5289,0.9845,4.1383,0.4675,1.2602,0.0,0.0,0.0,0.0,0.9707,0.4711,2.8781
791908,XOMA CORP,2019,0.9339,-0.9413,-2.1235,-0.9177,-1.861,0.0,0.0,0.0,0.0,0.3637,0.0661,-0.2625
791908,XOMA CORP,2020,-0.0386,-0.1124,0.3307,-0.9146,-1.8321,1.1839,2.4542,0.0165,0.0289,1.4412,1.0386,2.1628
791908,XOMA CORP,2021,-0.1775,0.5873,1.5104,-0.9116,-1.8055,0.237,1.1797,0.013,0.0266,1.5346,1.1775,3.3159
791908,XOMA CORP,2022,-0.1322,0.5065,1.3371,-0.9334,-2.026,0.0354,-0.1733,0.0642,-0.2205,1.5048,1.1322,3.3631
793074,WERNER ENTERPRISES INC,2019,0.9898,0.8577,2.4267,0.9124,2.8121,0.0,0.0,0.0,0.0,0.1426,0.0102,-0.3854
793074,WERNER ENTERPRISES INC,2020,0.9921,0.9486,3.226,0.917,2.8545,0.1801,0.7993,0.0216,0.0424,0.1257,0.0079,0.3715
793074,WERNER ENTERPRISES INC,2021,0.9896,0.9524,3.2853,0.9095,2.7865,0.0137,0.0593,0.0216,-0.068,0.1441,0.0104,0.4988
793074,WERNER ENTERPRISES INC,2022,0.9847,0.9559,3.3438,0.8945,2.666,0.0137,0.0585,0.0298,-0.1205,0.175,0.0153,0.6777
793306,BLUE DOLPHIN ENERGY CO,2019,0.166,0.4115,1.1561,0.3978,1.1315,0.0,0.0,0.0,0.0,1.2915,0.834,0.0245
793306,BLUE DOLPHIN ENERGY CO,2020,0.8965,-0.7186,-0.857,0.14,0.7114,1.5051,-2.0131,0.1015,-0.4201,0.4549,0.1035,-1.5684
793306,BLUE DOLPHIN ENERGY CO,2021,0.879,-0.7944,-1.1247,-0.052,0.422,0.112,-0.2677,0.169,-0.2894,0.4919,0.121,-1.5467
793306,BLUE DOLPHIN ENERGY CO,2022,0.8128,-0.74,-0.9258,-0.8319,-1.2914,0.0627,0.1989,0.4615,-1.7134,0.6119,0.1872,0.3656
793952,"HARLEY-DAVIDSON, INC.",2020,0.7967,0.9849,4.1605,0.9923,4.6671,0.0,0.0,0.0,0.0,0.6377,0.2033,-0.5066
793952,"HARLEY-DAVIDSON, INC.",2021,0.8185,0.9866,4.2513,0.9932,4.7641,0.0412,0.0908,0.0412,0.097,0.6025,0.1815,-0.5127
793952,"HARLEY-DAVIDSON, INC.",2022,0.8534,0.9893,4.4224,0.9934,4.7827,0.0766,0.1711,0.0158,0.0186,0.5415,0.1466,-0.3602
794172,MERIDIAN BIOSCIENCE INC,2020,0.8204,0.9503,3.2518,0.9168,2.8532,0.0,0.0,0.0,0.0,0.5994,0.1796,0.3985
794172,MERIDIAN BIOSCIENCE INC,2021,0.0248,-0.3605,-0.0662,0.9082,2.7755,1.0752,-3.3179,0.0252,-0.0778,1.3965,0.9752,-2.8416
794172,MERIDIAN BIOSCIENCE INC,2022,-0.0177,-0.4062,-0.1466,0.8976,2.6898,0.0389,-0.0804,0.0333,-0.0857,1.4266,1.0177,-2.8364
794323,"LEVEL 3 PARENT, LLC",2019,0.6621,-0.6849,-0.7574,0.9586,3.3926,0.0,0.0,0.0,0.0,0.822,0.3379,-4.1499
794323,"LEVEL 3 PARENT, LLC",2020,0.9738,0.596,1.5304,0.8519,2.3944,0.5441,2.2878,0.2312,-0.9982,0.2289,0.0262,-0.8639
794323,"LEVEL 3 PARENT, LLC",2021,0.9755,0.5925,1.5222,0.8403,2.3331,0.0235,-0.0082,0.0316,-0.0612,0.2216,0.0245,-0.8109
794323,"LEVEL 3 PARENT, LLC",2022,0.9604,0.3451,1.0397,0.8491,2.3794,0.0962,-0.4825,0.0511,0.0463,0.2814,0.0396,-1.3396
794619,AMERICAN WOODMARK CORP,2020,0.9839,0.8338,2.3007,0.9187,2.8711,0.0,0.0,0.0,0.0,0.1797,0.0161,-0.5704
794619,AMERICAN WOODMARK CORP,2021,0.9764,0.7731,2.0421,0.9164,2.8491,0.0535,-0.2586,0.0099,-0.0219,0.2171,0.0236,-0.8071
794619,AMERICAN WOODMARK CORP,2022,0.9925,0.8902,2.6344,0.9023,2.7264,0.1243,0.5923,0.0323,-0.1227,0.1225,0.0075,-0.092
794619,AMERICAN WOODMARK CORP,2023,0.995,0.9028,2.7311,0.8915,2.6437,0.0219,0.0967,0.029,-0.0827,0.1001,0.005,0.0873
795212,KASPIEN HOLDINGS INC.,2022,0.9335,0.9499,3.2467,0.5868,1.5091,0.0,0.0,0.0,0.0,0.3648,0.0665,1.7376
795212,KASPIEN HOLDINGS INC.,2023,0.2552,0.9211,2.8945,-0.8426,-1.3452,0.1465,-0.3522,1.0312,-2.8543,1.2205,0.7448,4.2397
796343,ADOBE INC.,2021,0.8725,0.1788,0.7711,0.9052,2.7508,0.0,0.0,0.0,0.0,0.505,0.1275,-1.9797
796343,ADOBE INC.,2022,0.9481,0.5911,1.519,0.8597,2.4382,0.1502,0.7479,0.0746,-0.3126,0.3222,0.0519,-0.9192
797465,"HG HOLDINGS, INC.",2022,0.1144,-0.9099,-1.7908,-0.558,-0.4448,0.0,0.0,0.0,0.0,1.3309,0.8856,-1.346
797468,OCCIDENTAL PETROLEUM CORP /DE/,2020,0.9428,0.9127,2.8154,0.6397,1.6364,0.0,0.0,0.0,0.0,0.3381,0.0572,1.1789
797468,OCCIDENTAL PETROLEUM CORP /DE/,2021,0.9369,0.8773,2.5462,0.5509,1.4294,0.0574,-0.2692,0.0541,-0.207,0.3552,0.0631,1.1168
797468,OCCIDENTAL PETROLEUM CORP /DE/,2022,0.9497,0.6769,1.7351,0.4723,1.2695,0.1671,-0.8111,0.0333,-0.1599,0.3171,0.0503,0.4656
797564,"HST GLOBAL, INC.",2021,0.9859,-0.6766,-0.7342,-0.6913,-0.7756,0.0,0.0,0.0,0.0,0.1676,0.0141,0.0415
797564,"HST GLOBAL, INC.",2022,0.9846,-0.67,-0.7161,-0.6981,-0.7954,0.0323,0.0181,0.0201,-0.0198,0.1754,0.0154,0.0793
798081,LAKELAND INDUSTRIES INC,2020,0.3648,0.9841,4.1205,0.2838,0.9378,0.0,0.0,0.0,0.0,1.1272,0.6352,3.1827
798081,LAKELAND INDUSTRIES INC,2021,0.5372,0.9659,3.5405,0.7974,2.137,0.8183,-0.58,1.0444,1.1993,0.962,0.4628,1.4035
798081,LAKELAND INDUSTRIES INC,2022,0.4261,0.9782,3.8822,0.3508,1.0496,0.2967,0.3417,0.3462,-1.0874,1.0713,0.5739,2.8326
798081,LAKELAND INDUSTRIES INC,2023,0.8937,0.5406,1.4075,0.4877,1.2995,1.1821,-2.4747,0.2222,0.2499,0.4611,0.1063,0.108
798354,FISERV INC,2022,0.859,0.4165,1.1652,0.9672,3.57,0.0,0.0,0.0,0.0,0.5311,0.141,-2.4048
799165,DAWSON GEOPHYSICAL CO,2019,0.6139,-0.8401,-1.3323,0.7592,1.9916,0.0,0.0,0.0,0.0,0.8787,0.3861,-3.3239
799233,HEARTLAND EXPRESS INC,2019,0.9192,0.965,3.5201,0.7437,1.9381,0.0,0.0,0.0,0.0,0.402,0.0808,1.582
799233,HEARTLAND EXPRESS INC,2020,0.95,0.9604,3.4264,0.7953,2.1286,0.0667,-0.0937,0.0447,0.1905,0.3161,0.05,1.2978
799233,HEARTLAND EXPRESS INC,2021,0.9544,0.9578,3.3784,0.8123,2.2008,0.0245,-0.0481,0.0223,0.0722,0.3021,0.0456,1.1775
799233,HEARTLAND EXPRESS INC,2022,0.9507,0.9591,3.4012,0.8116,2.1977,0.0107,0.0229,0.0106,-0.0032,0.314,0.0493,1.2036
799288,"LANDS' END, INC.",2020,0.9276,0.8871,2.6124,0.9738,3.741,0.0,0.0,0.0,0.0,0.3806,0.0724,-1.1285
802257,"MITESCO, INC.",2021,0.972,-0.8581,-1.4294,-0.5267,-0.3783,0.0,0.0,0.0,0.0,0.2366,0.028,-1.0511
802257,"MITESCO, INC.",2022,0.9333,-0.8869,-1.6111,-0.3061,0.0257,0.0606,-0.1817,0.1304,0.404,0.3653,0.0667,-1.6368
804328,QUALCOMM INC/DE,2020,0.9045,0.931,2.9983,0.311,0.9825,0.0,0.0,0.0,0.0,0.437,0.0955,2.0158
805928,"AXOGEN, INC.",2019,0.9959,-0.7975,-1.1375,-0.7156,-0.848,0.0,0.0,0.0,0.0,0.0901,0.0041,-0.2895
805928,"AXOGEN, INC.",2020,0.9984,-0.797,-1.1356,-0.782,-1.0756,0.0189,0.0019,0.0524,-0.2276,0.0574,0.0016,-0.06
805928,"AXOGEN, INC.",2021,0.9594,-0.9471,-2.2041,-0.7783,-1.0615,0.2749,-1.0685,0.0092,0.0142,0.2851,0.0406,-1.1427
805928,"AXOGEN, INC.",2022,0.9691,-0.9486,-2.2271,-0.8185,-1.2282,0.0124,-0.0229,0.0599,-0.1667,0.2487,0.0309,-0.9989
806592,"SUNWIN STEVIA INTERNATIONAL, INC.",2020,0.8704,0.4838,1.2919,0.9511,3.2645,0.0,0.0,0.0,0.0,0.5091,0.1296,-1.9726
806592,"SUNWIN STEVIA INTERNATIONAL, INC.",2021,0.8409,0.455,1.2364,0.9628,3.474,0.0124,-0.0555,0.0518,0.2094,0.5641,0.1591,-2.2376
806592,"SUNWIN STEVIA INTERNATIONAL, INC.",2022,0.8422,0.7356,1.9111,0.9731,3.7205,0.1709,0.6747,0.0802,0.2465,0.5617,0.1578,-1.8094
807882,JACK IN THE BOX INC,2023,0.9911,0.9133,2.8202,0.9455,3.1813,0.0,0.0,0.0,0.0,0.1337,0.0089,-0.3611
808450,NAVISTAR INTERNATIONAL CORP,2020,-0.1528,-0.9552,-2.332,0.9399,3.1059,0.0,0.0,0.0,0.0,1.5184,1.1528,-5.4379
811156,CMS ENERGY CORP,2019,0.9832,0.9852,4.1765,0.9926,4.692,0.0,0.0,0.0,0.0,0.1835,0.0168,-0.5155
811156,CMS ENERGY CORP,2020,0.9655,0.9781,3.8759,0.9931,4.753,0.0807,-0.3006,0.0299,0.0611,0.2628,0.0345,-0.8771
811156,CMS ENERGY CORP,2021,0.9487,0.9721,3.693,0.9935,4.7908,0.0524,-0.1829,0.0342,0.0377,0.3203,0.0513,-1.0978
811156,CMS ENERGY CORP,2022,0.9212,0.9723,3.6987,0.994,4.852,0.1483,0.0057,0.0317,0.0613,0.3969,0.0788,-1.1533
812011,VAIL RESORTS INC,2020,0.8979,-0.1039,0.3435,0.8709,2.5053,0.0,0.0,0.0,0.0,0.4519,0.1021,-2.1618
