CIK,Company_Name,Date,Risk_Score_100
829224,STARBUCKS CORP,20200930,100.0
829224,STARBUCKS CORP,20210930,100.0
829224,STARBUCKS CORP,20220930,100.0
829224,STARBUCKS CORP,20230930,100.0
829325,"SPYR, INC.",20181231,100.0
830616,"SCI ENGINEERED MATERIALS, INC.",20171231,100.0
830616,"SCI ENGINEERED MATERIALS, INC.",20181231,100.0
830616,"SCI ENGINEERED MATERIALS, INC.",20191231,100.0
830616,"SCI ENGINEERED MATERIALS, INC.",20201231,100.0
830616,"SCI ENGINEERED MATERIALS, INC.",20211231,100.0
830656,PRESSURE BIOSCIENCES INC,20211231,100.0
830656,PRESSURE BIOSCIENCES INC,20221231,100.0
831489,SCORES HOLDING CO INC,20171231,100.0
831489,SCORES HOLDING CO INC,20181231,100.0
831489,SCORES HOLDING CO INC,20191231,100.0
831489,SCORES HOLDING CO INC,20201231,100.0
831489,SCORES HOLDING CO INC,20211231,99.0
832101,IDEX CORP /DE/,20171231,100.0
832101,IDEX CORP /DE/,20181231,99.0
832101,IDEX CORP /DE/,20191231,100.0
832101,IDEX CORP /DE/,20201231,100.0
832101,IDEX CORP /DE/,20211231,100.0
832101,IDEX CORP /DE/,20221231,100.0
832988,SIGNET JEWELERS LTD,20180131,100.0
832988,SIGNET JEWELERS LTD,20190131,100.0
833640,POWER INTEGRATIONS INC,20171231,100.0
833640,POWER INTEGRATIONS INC,20181231,100.0
833640,POWER INTEGRATIONS INC,20191231,100.0
833640,POWER INTEGRATIONS INC,20201231,99.0
833640,POWER INTEGRATIONS INC,20211231,100.0
833640,POWER INTEGRATIONS INC,20221231,100.0
835662,"AIXIN LIFE INTERNATIONAL, INC.",20191231,100.0
836157,LINDSAY CORP,20180831,100.0
836157,LINDSAY CORP,20190831,100.0
836157,LINDSAY CORP,20200831,100.0
836157,LINDSAY CORP,20210831,100.0
836157,LINDSAY CORP,20220831,100.0
836157,LINDSAY CORP,20230831,100.0
836809,"AFTERMASTER, INC.",20180630,100.0
836809,"AFTERMASTER, INC.",20190630,100.0
836937,UPD HOLDING CORP.,20180930,100.0
836937,UPD HOLDING CORP.,20190630,100.0
836937,UPD HOLDING CORP.,20220630,100.0
838875,WILLAMETTE VALLEY VINEYARDS INC,20221231,100.0
839087,VASO CORP,20211231,100.0
839087,VASO CORP,20221231,100.0
840489,"FIRSTCASH HOLDINGS, INC.",20201231,100.0
840489,"FIRSTCASH HOLDINGS, INC.",20211231,100.0
840489,"FIRSTCASH HOLDINGS, INC.",20221231,100.0
840489,"FIRSTCASH, INC",20171231,100.0
840489,"FIRSTCASH, INC",20181231,100.0
842013,CORO GLOBAL INC.,20201231,100.0
842633,TRIMAS CORP,20171231,100.0
842633,TRIMAS CORP,20181231,100.0
842633,TRIMAS CORP,20191231,100.0
842633,TRIMAS CORP,20201231,100.0
842633,TRIMAS CORP,20211231,100.0
842633,TRIMAS CORP,20221231,100.0
843006,ISSUER DIRECT CORP,20171231,100.0
843006,ISSUER DIRECT CORP,20181231,100.0
843006,ISSUER DIRECT CORP,20201231,100.0
843006,ISSUER DIRECT CORP,20211231,100.0
843006,ISSUER DIRECT CORP,20221231,100.0
844856,HEALTHIER CHOICES MANAGEMENT CORP.,20171231,100.0
844856,HEALTHIER CHOICES MANAGEMENT CORP.,20181231,100.0
845819,"KONATEL, INC.",20171231,100.0
845819,"KONATEL, INC.",20191231,100.0
845819,"KONATEL, INC.",20211231,100.0
846475,ZYNEX INC,20171231,100.0
846475,ZYNEX INC,20181231,100.0
846475,ZYNEX INC,20191231,100.0
846475,ZYNEX INC,20201231,100.0
846475,ZYNEX INC,20211231,100.0
846475,ZYNEX INC,20221231,100.0
846913,"FUEL TECH, INC.",20171231,100.0
846913,"FUEL TECH, INC.",20181231,100.0
846913,"FUEL TECH, INC.",20191231,100.0
849869,SILGAN HOLDINGS INC,20181231,100.0
849869,SILGAN HOLDINGS INC,20191231,100.0
850971,FOVEA JEWELRY HOLDINGS LTD.,20191231,100.0
850971,FOVEA JEWELRY HOLDINGS LTD.,20201231,100.0
850971,FOVEA JEWELRY HOLDINGS LTD.,20211231,100.0
851520,EXPONENT INC,20171231,100.0
851520,EXPONENT INC,20181231,100.0
851726,SANTA FE GOLD CORP,20210630,100.0
851726,SANTA FE GOLD CORP,20220630,100.0
853816,LANDSTAR SYSTEM INC,20171231,100.0
853816,LANDSTAR SYSTEM INC,20181231,100.0
854775,DIGI INTERNATIONAL INC,20180930,100.0
854775,DIGI INTERNATIONAL INC,20190930,100.0
854800,"MICT, INC.",20171231,100.0
854800,"MICT, INC.",20181231,100.0
854800,"MICT, INC.",20201231,100.0
854800,"TINGO GROUP, INC.",20211231,100.0
855787,ALPHA ENERGY INC,20201231,100.0
855787,ALPHA ENERGY INC,20211231,100.0
855787,ALPHA ENERGY INC,20221231,100.0
858339,CAESARS ENTERTAINMENT CORP,20181231,100.0
858339,CAESARS ENTERTAINMENT CORP,20191231,100.0
858470,COTERRA ENERGY INC.,20201231,100.0
858470,COTERRA ENERGY INC.,20211231,100.0
858470,COTERRA ENERGY INC.,20221231,100.0
859598,SEACOR HOLDINGS INC /NEW/,20171231,100.0
859598,SEACOR HOLDINGS INC /NEW/,20181231,100.0
859598,SEACOR HOLDINGS INC /NEW/,20191231,100.0
859598,SEACOR HOLDINGS INC /NEW/,20201231,100.0
860543,JACKSAM CORP,20171231,100.0
860543,JACKSAM CORP,20181231,99.0
860543,JACKSAM CORP,20191231,100.0
860543,JACKSAM CORP,20201231,100.0
860543,JACKSAM CORP,20211231,100.0
860543,JACKSAM CORP,20221231,100.0
860730,"HCA HEALTHCARE, INC.",20191231,100.0
860730,"HCA HEALTHCARE, INC.",20201231,100.0
860730,"HCA HEALTHCARE, INC.",20211231,100.0
860730,"HCA HEALTHCARE, INC.",20221231,100.0
862668,ESCALON MEDICAL CORP,20190630,100.0
862668,ESCALON MEDICAL CORP,20200630,100.0
863436,BENCHMARK ELECTRONICS INC,20171231,100.0
863436,BENCHMARK ELECTRONICS INC,20181231,100.0
863436,BENCHMARK ELECTRONICS INC,20191231,100.0
863436,BENCHMARK ELECTRONICS INC,20201231,100.0
863436,BENCHMARK ELECTRONICS INC,20211231,100.0
863436,BENCHMARK ELECTRONICS INC,20221231,100.0
866439,"DARKPULSE, INC.",20171231,100.0
866439,"DARKPULSE, INC.",20181231,100.0
866439,"DARKPULSE, INC.",20191231,100.0
866439,"DARKPULSE, INC.",20201231,100.0
866729,SCHOLASTIC CORP,20180531,100.0
866729,SCHOLASTIC CORP,20190531,100.0
866729,SCHOLASTIC CORP,20200531,100.0
866787,AUTOZONE INC,20180831,100.0
866787,AUTOZONE INC,20190831,100.0
866787,AUTOZONE INC,20200831,100.0
866787,AUTOZONE INC,20210831,100.0
866787,AUTOZONE INC,20220831,100.0
866787,AUTOZONE INC,20230831,100.0
867038,SPINDLETOP OIL & GAS CO,20171231,100.0
867038,SPINDLETOP OIL & GAS CO,20181231,100.0
867038,SPINDLETOP OIL & GAS CO,20191231,100.0
867038,SPINDLETOP OIL & GAS CO,20201231,100.0
867665,ABRAXAS PETROLEUM CORP,20181231,100.0
867665,ABRAXAS PETROLEUM CORP,20191231,100.0
867665,ABRAXAS PETROLEUM CORP,20201231,100.0
867665,ABRAXAS PETROLEUM CORP,20221231,100.0
867840,"PRECISION OPTICS CORPORATION, INC.",20180630,100.0
867840,"PRECISION OPTICS CORPORATION, INC.",20200630,100.0
869531,ADVANTEGO CORP,20171231,100.0
873303,"SAREPTA THERAPEUTICS, INC.",20171231,100.0
873303,"SAREPTA THERAPEUTICS, INC.",20181231,100.0
873303,"SAREPTA THERAPEUTICS, INC.",20191231,100.0
873303,"SAREPTA THERAPEUTICS, INC.",20201231,100.0
873303,"SAREPTA THERAPEUTICS, INC.",20211231,100.0
873303,"SAREPTA THERAPEUTICS, INC.",20221231,100.0
874499,GULFPORT ENERGY CORP,20171231,100.0
874499,GULFPORT ENERGY CORP,20181231,100.0
874499,GULFPORT ENERGY CORP,20191231,100.0
874499,GULFPORT ENERGY CORP,20201231,100.0
874499,GULFPORT ENERGY CORP,20210531,100.0
874499,GULFPORT ENERGY CORP,20211231,100.0
874499,GULFPORT ENERGY CORP,20221231,100.0
874710,ALLIED HEALTHCARE PRODUCTS INC,20180630,98.0
874710,ALLIED HEALTHCARE PRODUCTS INC,20190630,100.0
874710,ALLIED HEALTHCARE PRODUCTS INC,20200630,99.0
874710,ALLIED HEALTHCARE PRODUCTS INC,20210630,96.0
874710,ALLIED HEALTHCARE PRODUCTS INC,20220630,99.0
874761,AES CORP,20171231,100.0
874761,AES CORP,20181231,100.0
874761,AES CORP,20191231,100.0
874761,AES CORP,20201231,100.0
874761,AES CORP,20211231,100.0
874761,AES CORP,20221231,100.0
875045,BIOGEN INC.,20171231,100.0
875045,BIOGEN INC.,20181231,100.0
875045,BIOGEN INC.,20191231,100.0
875045,BIOGEN INC.,20201231,100.0
875045,BIOGEN INC.,20211231,100.0
875045,BIOGEN INC.,20221231,92.0
875355,INSIGNIA SYSTEMS INC/MN,20171231,100.0
875355,INSIGNIA SYSTEMS INC/MN,20181231,97.0
875355,INSIGNIA SYSTEMS INC/MN,20191231,100.0
875355,INSIGNIA SYSTEMS INC/MN,20201231,100.0
875355,INSIGNIA SYSTEMS INC/MN,20211231,100.0
875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,20180831,100.0
875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,20190831,100.0
875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,20200831,100.0
875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,20210831,100.0
875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,20220831,100.0
875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,20230831,100.0
876343,"LINEAGE CELL THERAPEUTICS, INC.",20211231,100.0
876343,"LINEAGE CELL THERAPEUTICS, INC.",20221231,100.0
876883,MDC PARTNERS INC,20171231,100.0
876883,MDC PARTNERS INC,20181231,100.0
876883,MDC PARTNERS INC,20191231,100.0
876883,STAGWELL INC,20201231,100.0
876883,STAGWELL INC,20211231,100.0
876883,STAGWELL INC,20221231,100.0
878526,NATUS MEDICAL INC,20171231,100.0
878526,NATUS MEDICAL INC,20181231,100.0
878526,NATUS MEDICAL INC,20191231,100.0
878526,NATUS MEDICAL INC,20201231,100.0
878526,NATUS MEDICAL INC,20211231,100.0
878828,WIRELESS TELECOM GROUP INC,20171231,100.0
879169,INCYTE CORP,20171231,99.0
879169,INCYTE CORP,20181231,100.0
879169,INCYTE CORP,20191231,100.0
879169,INCYTE CORP,20201231,100.0
879169,INCYTE CORP,20211231,100.0
879169,INCYTE CORP,20221231,100.0
880117,SANFILIPPO JOHN B & SON INC,20190630,100.0
880117,SANFILIPPO JOHN B & SON INC,20200630,99.0
880117,SANFILIPPO JOHN B & SON INC,20210630,100.0
880117,SANFILIPPO JOHN B & SON INC,20220630,100.0
880117,SANFILIPPO JOHN B & SON INC,20230630,100.0
880631,"WISDOMTREE INVESTMENTS, INC.",20171231,100.0
880631,"WISDOMTREE INVESTMENTS, INC.",20181231,100.0
882104,"PDL BIOPHARMA, INC.",20171231,100.0
882104,"PDL BIOPHARMA, INC.",20181231,100.0
882104,"PDL BIOPHARMA, INC.",20191231,100.0
882291,AETHLON MEDICAL INC,20180331,100.0
882291,AETHLON MEDICAL INC,20190331,100.0
882291,AETHLON MEDICAL INC,20220331,100.0
882291,AETHLON MEDICAL INC,20230331,100.0
882800,"PACIFIC VENTURES GROUP, INC.",20181231,100.0
883902,"CORNERSTONE BUILDING BRANDS, INC.",20181231,100.0
883902,"CORNERSTONE BUILDING BRANDS, INC.",20191231,100.0
883902,"CORNERSTONE BUILDING BRANDS, INC.",20201231,100.0
883902,"CORNERSTONE BUILDING BRANDS, INC.",20211231,100.0
883902,"CORNERSTONE BUILDING BRANDS, INC.",20221231,100.0
883945,USA TRUCK INC,20171231,100.0
883945,USA TRUCK INC,20181231,100.0
883984,ICU MEDICAL INC/DE,20171231,100.0
883984,ICU MEDICAL INC/DE,20181231,99.0
883984,ICU MEDICAL INC/DE,20191231,100.0
883984,ICU MEDICAL INC/DE,20201231,100.0
883984,ICU MEDICAL INC/DE,20211231,100.0
883984,ICU MEDICAL INC/DE,20221231,100.0
884144,ASURE SOFTWARE INC,20171231,100.0
884144,ASURE SOFTWARE INC,20181231,97.0
884144,ASURE SOFTWARE INC,20191231,100.0
884363,"EVOLUTIONARY GENOMICS, INC.",20171231,100.0
884363,"EVOLUTIONARY GENOMICS, INC.",20191231,100.0
884363,"EVOLUTIONARY GENOMICS, INC.",20201231,100.0
884614,UGI CORP /PA/,20180930,100.0
884614,UGI CORP /PA/,20190930,99.0
884614,UGI CORP /PA/,20200930,100.0
884614,UGI CORP /PA/,20210930,100.0
884614,UGI CORP /PA/,20220930,100.0
884614,UGI CORP /PA/,20230930,100.0
884650,INFINITE GROUP INC,20161231,100.0
884650,INFINITE GROUP INC,20171231,100.0
884650,INFINITE GROUP INC,20181231,100.0
884650,INFINITE GROUP INC,20201231,100.0
884650,INFINITE GROUP INC,20211231,100.0
884650,INFINITE GROUP INC,20221231,100.0
884940,STEIN MART INC,20180131,100.0
884940,STEIN MART INC,20190131,99.0
884940,STEIN MART INC,20200131,100.0
885307,JEWETT CAMERON TRADING CO LTD,20180831,100.0
885307,JEWETT CAMERON TRADING CO LTD,20190831,100.0
885307,JEWETT CAMERON TRADING CO LTD,20200831,100.0
885307,JEWETT CAMERON TRADING CO LTD,20210831,100.0
885307,JEWETT CAMERON TRADING CO LTD,20220831,100.0
885462,"GULF RESOURCES, INC.",20171231,100.0
885462,"GULF RESOURCES, INC.",20211231,100.0
885462,"GULF RESOURCES, INC.",20221231,100.0
886128,FUELCELL ENERGY INC,20171031,100.0
886128,FUELCELL ENERGY INC,20181031,100.0
886136,SAGA COMMUNICATIONS INC,20171231,100.0
886136,SAGA COMMUNICATIONS INC,20181231,100.0
886206,FRANKLIN COVEY CO,20180831,99.0
886206,FRANKLIN COVEY CO,20190831,100.0
886206,FRANKLIN COVEY CO,20200831,100.0
886206,FRANKLIN COVEY CO,20210831,100.0
886206,FRANKLIN COVEY CO,20220831,100.0
886206,FRANKLIN COVEY CO,20230831,100.0
887151,CAPSTONE THERAPEUTICS CORP.,20171231,100.0
887151,CAPSTONE THERAPEUTICS CORP.,20181231,100.0
887247,ADAMIS PHARMACEUTICALS CORP,20171231,100.0
887247,ADAMIS PHARMACEUTICALS CORP,20181231,100.0
887247,ADAMIS PHARMACEUTICALS CORP,20211231,100.0
887359,VERICEL CORP,20171231,100.0
887359,VERICEL CORP,20181231,100.0
887359,VERICEL CORP,20191231,100.0
887359,VERICEL CORP,20201231,100.0
887359,VERICEL CORP,20211231,100.0
887359,VERICEL CORP,20221231,100.0
887396,EMPIRE PETROLEUM CORP,20191231,100.0
887396,EMPIRE PETROLEUM CORP,20221231,100.0
887733,CENTRAL GARDEN & PET CO,20180930,100.0
887733,CENTRAL GARDEN & PET CO,20190930,100.0
887733,CENTRAL GARDEN & PET CO,20200930,100.0
887936,"FTI CONSULTING, INC",20181231,100.0
887936,"FTI CONSULTING, INC",20191231,100.0
887936,"FTI CONSULTING, INC",20201231,100.0
887936,"FTI CONSULTING, INC",20211231,100.0
888981,NOCOPI TECHNOLOGIES INC/MD/,20171231,100.0
888981,NOCOPI TECHNOLOGIES INC/MD/,20191231,100.0
888981,NOCOPI TECHNOLOGIES INC/MD/,20201231,100.0
888981,NOCOPI TECHNOLOGIES INC/MD/,20211231,100.0
888981,NOCOPI TECHNOLOGIES INC/MD/,20221231,100.0
889353,JAMES MARITIME HOLDINGS INC.,20211231,100.0
889353,JAMES MARITIME HOLDINGS INC.,20221231,100.0
889971,LIGHTPATH TECHNOLOGIES INC,20180630,100.0
889971,LIGHTPATH TECHNOLOGIES INC,20190630,100.0
889971,LIGHTPATH TECHNOLOGIES INC,20200630,100.0
889971,LIGHTPATH TECHNOLOGIES INC,20210630,100.0
889971,LIGHTPATH TECHNOLOGIES INC,20220630,100.0
889971,LIGHTPATH TECHNOLOGIES INC,20230630,100.0
890394,PERASO INC.,20211231,100.0
890394,PERASO INC.,20221231,100.0
890491,BARNES & NOBLE INC,20180430,100.0
890491,BARNES & NOBLE INC,20190430,100.0
890564,ASGN INC,20171231,100.0
890564,ASGN INC,20181231,100.0
890564,ASGN INC,20191231,100.0
890564,ASGN INC,20201231,100.0
890564,ASGN INC,20211231,100.0
890564,ASGN INC,20221231,100.0
890821,"AMERI HOLDINGS, INC.",20171231,100.0
892537,MANTECH INTERNATIONAL CORP,20171231,99.0
892537,MANTECH INTERNATIONAL CORP,20181231,100.0
892537,MANTECH INTERNATIONAL CORP,20191231,100.0
892537,MANTECH INTERNATIONAL CORP,20201231,100.0
892537,MANTECH INTERNATIONAL CORP,20211231,100.0
893538,SM ENERGY CO,20171231,98.0
893538,SM ENERGY CO,20181231,100.0
893538,SM ENERGY CO,20191231,100.0
893538,SM ENERGY CO,20201231,100.0
893538,SM ENERGY CO,20211231,100.0
893538,SM ENERGY CO,20221231,100.0
894081,"AIR TRANSPORT SERVICES GROUP, INC.",20181231,100.0
894081,"AIR TRANSPORT SERVICES GROUP, INC.",20191231,100.0
894081,"AIR TRANSPORT SERVICES GROUP, INC.",20201231,100.0
894081,"AIR TRANSPORT SERVICES GROUP, INC.",20211231,100.0
894081,"AIR TRANSPORT SERVICES GROUP, INC.",20221231,100.0
894556,"GENERAL ENTERPRISE VENTURES, INC.",20211231,100.0
894556,"GENERAL ENTERPRISE VENTURES, INC.",20221231,100.0
894560,BIOETHICS LTD,20181231,100.0
894627,VAALCO ENERGY INC /DE/,20171231,100.0
894627,VAALCO ENERGY INC /DE/,20180930,100.0
894627,VAALCO ENERGY INC /DE/,20181231,100.0
894627,VAALCO ENERGY INC /DE/,20191231,100.0
894627,VAALCO ENERGY INC /DE/,20201231,100.0
894627,VAALCO ENERGY INC /DE/,20211231,100.0
894627,VAALCO ENERGY INC /DE/,20221231,100.0
895051,"CASI PHARMACEUTICALS, INC.",20171231,100.0
895051,"CASI PHARMACEUTICALS, INC.",20181231,100.0
895051,"CASI PHARMACEUTICALS, INC.",20191231,100.0
895051,"CASI PHARMACEUTICALS, INC.",20201231,100.0
895051,"CASI PHARMACEUTICALS, INC.",20211231,100.0
895126,CHESAPEAKE ENERGY CORP,20171231,31.0
895126,CHESAPEAKE ENERGY CORP,20181231,34.0
895126,CHESAPEAKE ENERGY CORP,20191231,30.0
895126,CHESAPEAKE ENERGY CORP,20201231,31.0
895126,CHESAPEAKE ENERGY CORP,20211231,99.0
895126,CHESAPEAKE ENERGY CORP,20221231,28.0
895447,SHOE CARNIVAL INC,20180131,100.0
895447,SHOE CARNIVAL INC,20190131,100.0
895447,SHOE CARNIVAL INC,20200131,100.0
895447,SHOE CARNIVAL INC,20210131,100.0
895447,SHOE CARNIVAL INC,20220131,100.0
895447,SHOE CARNIVAL INC,20230131,100.0
895456,"ROCKY BRANDS, INC.",20171231,100.0
895456,"ROCKY BRANDS, INC.",20181231,98.0
895456,"ROCKY BRANDS, INC.",20191231,98.0
895464,YUBO INTERNATIONAL BIOTECH LTD,20211231,100.0
895464,YUBO INTERNATIONAL BIOTECH LTD,20221231,100.0
895728,ENBRIDGE INC,20171231,100.0
895728,ENBRIDGE INC,20181231,100.0
895728,ENBRIDGE INC,20191231,100.0
895728,ENBRIDGE INC,20201231,100.0
895728,ENBRIDGE INC,20211231,100.0
895728,ENBRIDGE INC,20221231,100.0
896622,"APTARGROUP, INC.",20201231,100.0
896622,"APTARGROUP, INC.",20211231,100.0
896622,"APTARGROUP, INC.",20221231,100.0
896747,AMERICAN BIO MEDICA CORP,20171231,100.0
896747,AMERICAN BIO MEDICA CORP,20181231,100.0
896747,AMERICAN BIO MEDICA CORP,20191231,100.0
896747,AMERICAN BIO MEDICA CORP,20201231,100.0
896747,AMERICAN BIO MEDICA CORP,20211231,100.0
896747,AMERICAN BIO MEDICA CORP,20221231,100.0
896841,"AVID TECHNOLOGY, INC.",20171231,89.0
896841,"AVID TECHNOLOGY, INC.",20181231,100.0
896841,"AVID TECHNOLOGY, INC.",20191231,100.0
896841,"AVID TECHNOLOGY, INC.",20201231,100.0
896841,"AVID TECHNOLOGY, INC.",20211231,100.0
896841,"AVID TECHNOLOGY, INC.",20221231,100.0
896878,INTUIT INC,20180731,100.0
896878,INTUIT INC,20190731,100.0
896878,INTUIT INC.,20220731,100.0
896878,INTUIT INC.,20230731,100.0
897723,SANMINA CORP,20180930,100.0
897723,SANMINA CORP,20190930,100.0
897723,SANMINA CORP,20200930,100.0
897723,SANMINA CORP,20210930,100.0
897723,SANMINA CORP,20220930,100.0
898293,JABIL INC,20180831,100.0
898293,JABIL INC,20190831,100.0
901491,PAPA JOHNS INTERNATIONAL INC,20171231,100.0
901491,PAPA JOHNS INTERNATIONAL INC,20181231,100.0
901491,PAPA JOHNS INTERNATIONAL INC,20191231,100.0
901491,PAPA JOHNS INTERNATIONAL INC,20201231,100.0
901491,PAPA JOHNS INTERNATIONAL INC,20211231,100.0
902274,LIBBEY INC,20171231,100.0
903651,INNODATA INC,20171231,100.0
903651,INNODATA INC,20181231,100.0
903651,INNODATA INC,20191231,100.0
903651,INNODATA INC,20201231,100.0
903651,INNODATA INC,20211231,100.0
903651,INNODATA INC,20221231,100.0
906553,BOYD GAMING CORP,20171231,97.0
906553,BOYD GAMING CORP,20181231,100.0
907242,MONARCH CASINO & RESORT INC,20171231,100.0
907242,MONARCH CASINO & RESORT INC,20181231,100.0
907242,MONARCH CASINO & RESORT INC,20191231,100.0
907242,MONARCH CASINO & RESORT INC,20201231,100.0
907242,MONARCH CASINO & RESORT INC,20211231,100.0
908255,BORGWARNER INC,20171231,100.0
908255,BORGWARNER INC,20181231,100.0
908255,BORGWARNER INC,20191231,98.0
908259,"ONCOTELIC THERAPEUTICS, INC.",20201231,100.0
908315,WINMARK CORP,20171231,100.0
908315,WINMARK CORP,20181231,100.0
908315,WINMARK CORP,20191231,100.0
908315,WINMARK CORP,20201231,100.0
908315,WINMARK CORP,20211231,100.0
908315,WINMARK CORP,20221231,100.0
908598,"ATRM HOLDINGS, INC.",20161231,100.0
908598,"ATRM HOLDINGS, INC.",20171231,100.0
910267,TITAN PHARMACEUTICALS INC,20171231,99.0
910267,TITAN PHARMACEUTICALS INC,20181231,100.0
910329,MEDIFAST INC,20171231,100.0
910329,MEDIFAST INC,20181231,100.0
910329,MEDIFAST INC,20191231,100.0
910329,MEDIFAST INC,20201231,100.0
911147,CENTURY CASINOS INC /CO/,20171231,99.0
911147,CENTURY CASINOS INC /CO/,20181231,100.0
911147,CENTURY CASINOS INC /CO/,20191231,100.0
911147,CENTURY CASINOS INC /CO/,20201231,99.0
911147,CENTURY CASINOS INC /CO/,20211231,100.0
911147,CENTURY CASINOS INC /CO/,20221231,100.0
911216,PALATIN TECHNOLOGIES INC,20180630,100.0
911216,PALATIN TECHNOLOGIES INC,20190630,100.0
911216,PALATIN TECHNOLOGIES INC,20200630,100.0
911216,PALATIN TECHNOLOGIES INC,20210630,100.0
911216,PALATIN TECHNOLOGIES INC,20220630,100.0
911216,PALATIN TECHNOLOGIES INC,20230630,100.0
912562,"GIBRALTAR INDUSTRIES, INC.",20181231,100.0
912562,"GIBRALTAR INDUSTRIES, INC.",20191231,100.0
912562,"GIBRALTAR INDUSTRIES, INC.",20201231,100.0
912562,"GIBRALTAR INDUSTRIES, INC.",20211231,100.0
912562,"GIBRALTAR INDUSTRIES, INC.",20221231,100.0
912728,FORWARD AIR CORP,20171231,99.0
912728,FORWARD AIR CORP,20181231,100.0
912728,FORWARD AIR CORP,20191231,100.0
912728,FORWARD AIR CORP,20201231,100.0
912752,SINCLAIR BROADCAST GROUP INC,20191231,100.0
912752,SINCLAIR BROADCAST GROUP INC,20201231,100.0
912752,SINCLAIR BROADCAST GROUP INC,20211231,100.0
912752,SINCLAIR BROADCAST GROUP INC,20221231,100.0
912766,"LAUREATE EDUCATION, INC.",20171231,100.0
912766,"LAUREATE EDUCATION, INC.",20181231,100.0
912766,"LAUREATE EDUCATION, INC.",20191231,100.0
912766,"LAUREATE EDUCATION, INC.",20201231,100.0
912766,"LAUREATE EDUCATION, INC.",20211231,100.0
913142,BELDEN INC.,20171231,98.0
913142,BELDEN INC.,20181231,100.0
913142,BELDEN INC.,20191231,100.0
913142,BELDEN INC.,20201231,100.0
913142,BELDEN INC.,20211231,100.0
913142,BELDEN INC.,20221231,99.0
913241,"STEVEN MADDEN, LTD.",20171231,100.0
913241,"STEVEN MADDEN, LTD.",20181231,100.0
913241,"STEVEN MADDEN, LTD.",20191231,100.0
913241,"STEVEN MADDEN, LTD.",20201231,100.0
913241,"STEVEN MADDEN, LTD.",20211231,100.0
913241,"STEVEN MADDEN, LTD.",20221231,100.0
914139,PARKERVISION INC,20181231,100.0
914139,PARKERVISION INC,20191231,100.0
914139,PARKERVISION INC,20211231,100.0
914139,PARKERVISION INC,20221231,100.0
915389,EASTMAN CHEMICAL CO,20171231,100.0
915389,EASTMAN CHEMICAL CO,20181231,100.0
915389,EASTMAN CHEMICAL CO,20191231,100.0
915389,EASTMAN CHEMICAL CO,20201231,100.0
915389,EASTMAN CHEMICAL CO,20211231,100.0
915389,EASTMAN CHEMICAL CO,20221231,100.0
915779,DAKTRONICS INC /SD/,20180430,100.0
915779,DAKTRONICS INC /SD/,20190430,100.0
915779,DAKTRONICS INC /SD/,20200430,100.0
915913,ALBEMARLE CORP,20171231,100.0
915913,ALBEMARLE CORP,20181231,100.0
915913,ALBEMARLE CORP,20191231,100.0
915913,ALBEMARLE CORP,20201231,100.0
915913,ALBEMARLE CORP,20211231,100.0
915913,ALBEMARLE CORP,20221231,100.0
916365,TRACTOR SUPPLY CO /DE/,20171231,100.0
916365,TRACTOR SUPPLY CO /DE/,20181231,100.0
916365,TRACTOR SUPPLY CO /DE/,20191231,100.0
916365,TRACTOR SUPPLY CO /DE/,20201231,100.0
916365,TRACTOR SUPPLY CO /DE/,20211231,100.0
916365,TRACTOR SUPPLY CO /DE/,20221231,100.0
916457,CALPINE CORP,20171231,100.0
916457,CALPINE CORP,20181231,100.0
916457,CALPINE CORP,20191231,100.0
917225,SOLITARIO ZINC CORP.,20201231,100.0
918580,GAMING PARTNERS INTERNATIONAL CORP,20171231,100.0
918580,GAMING PARTNERS INTERNATIONAL CORP,20181231,100.0
919175,"SUGARMADE, INC.",20200630,100.0
920148,LABORATORY CORP OF AMERICA HOLDINGS,20171231,100.0
920148,LABORATORY CORP OF AMERICA HOLDINGS,20181231,100.0
920148,LABORATORY CORP OF AMERICA HOLDINGS,20191231,100.0
920148,LABORATORY CORP OF AMERICA HOLDINGS,20201231,100.0
920148,LABORATORY CORP OF AMERICA HOLDINGS,20211231,100.0
920148,LABORATORY CORP OF AMERICA HOLDINGS,20221231,100.0
920448,BROADVISION INC,20171231,100.0
920448,BROADVISION INC,20181231,100.0
920465,LA JOLLA PHARMACEUTICAL CO,20171231,100.0
920465,LA JOLLA PHARMACEUTICAL CO,20181231,100.0
920465,LA JOLLA PHARMACEUTICAL CO,20191231,100.0
920465,LA JOLLA PHARMACEUTICAL CO,20201231,100.0
920465,LA JOLLA PHARMACEUTICAL CO,20211231,100.0
920990,METRO ONE TELECOMMUNICATIONS INC,20211231,100.0
920990,METRO ONE TELECOMMUNICATIONS INC,20221231,100.0
921738,PENN NATIONAL GAMING INC,20171231,100.0
921738,PENN NATIONAL GAMING INC,20191231,99.0
922224,PPL CORP,20171231,100.0
922224,PPL CORP,20181231,100.0
922224,PPL CORP,20191231,100.0
922224,PPL CORP,20201231,100.0
922224,PPL CORP,20211231,100.0
