CIK,Company_Name,Filing_Year_End,ZF1,ZF2,ZF3,ZF4,ZF5,ZF6,ZF7,ZF8,ZF9,ZF10,ZF11,ZF12,ZF13,ZF14,ZF15,ZF16,ZT1,ZT2,ZT3,ZT4,ZT5,ZT6,ZT7,ZT8,ZT9,ZT10,ZT11,ZT12,ZT13,ZT14,ZT15,ZT16,Alignment_Similarity
0000057131,LA-Z-BOY INC,2021,-0.15378971,0.03719744,-0.12655726,0.12822872,-0.14452401,0.38494787,-0.24270397,0.106863484,-0.4953859,0.1524477,0.18753855,0.39993653,-0.1895384,0.18464412,0.1062884,0.39752465,-0.2750203,-0.17565529,-0.14272457,-0.32357517,-0.16355927,0.30373564,-0.1388103,0.35089225,-0.11281721,0.47238785,0.16889413,0.21820122,-0.19312407,-0.19175054,-0.006744565,0.3477233,0.6096344
0000057131,LA-Z-BOY INC,2022,-0.13717686,0.049554486,-0.100494,0.13332278,-0.1344046,0.37968817,-0.22822715,0.09537723,-0.4927651,0.13999613,0.15636413,0.39949515,-0.21481928,0.19007589,0.13044873,0.4262454,-0.2703812,-0.1841685,-0.14172697,-0.32923105,-0.1623018,0.30302045,-0.13768241,0.3507848,-0.10263036,0.47515535,0.17218669,0.22160365,-0.18479928,-0.19246885,-0.008781747,0.3435005,0.5809902
0000057131,LA-Z-BOY INC,2023,-0.27927867,-0.1899,-0.17953412,-0.38297155,-0.19428751,0.25340274,-0.10883013,0.3493671,0.0086713,0.5137067,0.16920161,0.123745814,-0.15398447,-0.27315417,-0.03210177,0.25280994,-0.26505035,-0.18973751,-0.13959867,-0.32801017,-0.15699245,0.30543524,-0.1362186,0.34867126,-0.108696386,0.47082826,0.17605036,0.2374945,-0.17910266,-0.18141666,-0.011697802,0.35012403,0.97140026
0000060519,LOUISIANA-PACIFIC CORP,2019,-0.28000408,-0.2172696,-0.19017783,-0.35182956,-0.17216063,0.26417187,-0.11217235,0.3759176,-0.087550595,0.45250392,0.17994855,0.26234293,-0.14007561,-0.13398422,-0.05136911,0.32752937,-0.26427558,-0.20357867,-0.14710845,-0.33156526,-0.15745112,0.30134445,-0.1247566,0.35391703,-0.075838044,0.48419845,0.18836442,0.2201875,-0.16900477,-0.19267632,-0.010324583,0.33280677,0.9930377
0000060519,LOUISIANA-PACIFIC CORP,2020,-0.27919728,-0.22111844,-0.19493319,-0.34793544,-0.16094705,0.27053887,-0.09614693,0.39164275,-0.08459078,0.44363016,0.18874344,0.26527473,-0.1271923,-0.13279992,-0.05077783,0.32561305,-0.26290813,-0.19261195,-0.15375786,-0.3350674,-0.15980662,0.2907769,-0.12510842,0.36267292,-0.077269405,0.49143243,0.18590316,0.20405142,-0.1662797,-0.20810604,-0.011828535,0.32530728,0.9900806
0000060519,LOUISIANA-PACIFIC CORP,2021,-0.28458497,-0.21299952,-0.19791032,-0.32625273,-0.15573266,0.29516226,-0.09218476,0.39166445,-0.093888596,0.43611702,0.20432429,0.26843387,-0.128421,-0.13342096,-0.034542903,0.32627618,-0.26252717,-0.18190335,-0.16100164,-0.33349425,-0.15471147,0.29167685,-0.12350754,0.374284,-0.07484426,0.49168274,0.18590899,0.18673368,-0.16149099,-0.22280434,-0.019622337,0.32187855,0.9880231
0000060519,LOUISIANA-PACIFIC CORP,2022,-0.28688365,-0.21483254,-0.2007619,-0.3149551,-0.15503992,0.30374697,-0.08330909,0.39588666,-0.084490776,0.4389301,0.21061258,0.25700256,-0.13366348,-0.14314961,-0.025662566,0.32070833,-0.2626034,-0.17962027,-0.16459665,-0.34753725,-0.16908327,0.28375638,-0.12621766,0.3749224,-0.040618766,0.5047294,0.18037671,0.15297376,-0.15464593,-0.2504451,-0.01856648,0.2932168,0.98108715
0000062234,MARCUS CORP,2019,-0.27862984,-0.2193272,-0.19147868,-0.37924728,-0.16533037,0.25361332,-0.09755772,0.38568175,-0.056740195,0.46530885,0.18008941,0.23207016,-0.12872526,-0.16884628,-0.056451503,0.29926586,0.01934179,0.34899297,-0.052646596,0.24074475,-0.4822766,0.34510788,-0.363613,-0.15336788,-0.27885842,0.15255421,0.2209787,-0.16956356,-0.1710389,-0.08794283,0.30410767,-0.039823633,0.0754603
0000062234,MARCUS CORP,2020,0.06253412,0.2857775,0.03498164,0.33717683,-0.30737728,0.3945787,-0.35070026,-0.088818975,-0.49502638,0.07564021,0.23392154,0.0842527,-0.1259189,0.13340266,0.21892451,0.15584008,0.018208394,0.3482413,-0.052086323,0.23982948,-0.48194996,0.34504002,-0.364452,-0.15571831,-0.27920738,0.15273616,0.21972899,-0.1688471,-0.17303324,-0.08900144,0.3039333,-0.03809275,0.8630898
0000062234,MARCUS CORP,2021,0.10924661,0.34255144,0.058749072,0.41227835,-0.30387756,0.3175298,-0.32159722,-0.16097054,-0.46137202,-0.033182777,0.20131154,0.01079368,-0.11307845,0.17732842,0.2534774,0.10818864,0.017022798,0.34833595,-0.05413059,0.2387411,-0.48359025,0.34383073,-0.36448205,-0.15314329,-0.27886876,0.15508018,0.21973017,-0.1687928,-0.17292954,-0.08991334,0.3033702,-0.03812103,0.8567392
0000062234,MARCUS CORP,2022,0.1469508,0.36508358,0.06229033,0.38980654,-0.3429935,0.33535597,-0.3135986,-0.17460376,-0.4036325,-0.016543826,0.22070087,-0.06392587,-0.10328776,0.13160555,0.2857007,0.06892028,-0.014596834,0.33492854,-0.07814437,0.21817054,-0.48683205,0.35023952,-0.37267688,-0.12821554,-0.30272153,0.18030582,0.21531653,-0.13339676,-0.18937749,-0.08712605,0.2951634,-0.00466927,0.8913556
0000063330,MAUI LAND & PINEAPPLE CO INC,2022,-0.13835989,0.050410625,-0.10158721,-0.23886743,-0.43517923,0.30590594,-0.28645667,0.028510772,0.09927417,0.41492304,0.20777974,-0.2733102,-0.16220722,-0.42211542,0.16825314,-0.11143991,-0.23498955,0.012900882,-0.18075533,-0.14586331,-0.36893868,0.43878475,-0.32609192,0.15144224,-0.2099786,0.42923892,0.22136405,0.11886062,-0.2068572,-0.15036508,0.11060714,0.2522815,0.7371639
0000063908,MCDONALDS CORP,2019,-0.29212093,-0.2168256,-0.19868529,-0.33851734,-0.118990354,0.26320702,-0.10050548,0.38626656,-0.10648696,0.44034013,0.18409497,0.28164527,-0.12862957,-0.11093449,-0.055417463,0.34708112,-0.21710274,-0.19329016,-0.11409743,-0.26616794,-0.11276202,0.32992977,-0.10230002,0.37366706,-0.18099278,0.42620623,0.22241461,0.33341318,-0.1510809,-0.07916123,-0.0073374324,0.39470488,0.9803918
0000063908,MCDONALDS CORP,2020,-0.28724694,-0.22109282,-0.19251424,-0.35244825,-0.13884549,0.26337975,-0.0975768,0.3842732,-0.09153313,0.4465237,0.18705691,0.26904503,-0.13005927,-0.1295673,-0.054256417,0.33122113,-0.23920254,-0.17852023,-0.1297573,-0.26415047,-0.12031251,0.32437962,-0.11855974,0.3540314,-0.20948707,0.41900018,0.19962543,0.339762,-0.15891485,-0.06623429,-0.014775918,0.40076753,0.9738282
0000063908,MCDONALDS CORP,2021,-0.28290302,-0.22476462,-0.19114964,-0.35301122,-0.14408827,0.26280788,-0.09223898,0.39124438,-0.08915265,0.4436575,0.18697241,0.27142462,-0.12700626,-0.1285331,-0.0547495,0.32836413,-0.26553643,-0.15519704,-0.16038902,-0.25425854,-0.15621887,0.3459841,-0.1524994,0.31147727,-0.22162646,0.40944996,0.18177404,0.33215576,-0.17599532,-0.059881024,-0.008907629,0.39480707,0.96551853
0000063908,MCDONALDS CORP,2022,-0.29756606,-0.20822577,-0.20353246,-0.35870764,-0.13472816,0.26013646,-0.11150994,0.37359357,-0.0753907,0.4668705,0.18158686,0.23511796,-0.13819963,-0.1548847,-0.05298067,0.31995165,-0.14072436,0.14339022,-0.10178893,0.038182,-0.40819338,0.46462944,-0.3955878,-0.023356454,-0.34673655,0.2874864,0.22140299,0.1178513,-0.21734624,-0.04219382,0.20920509,0.22295758,0.5553834
0000064803,CVS HEALTH CORP,2020,-0.28443968,-0.19761722,-0.17665625,-0.31648993,-0.16542538,0.2895863,-0.11383266,0.36040187,-0.10091012,0.46254313,0.18447492,0.2570127,-0.15721524,-0.15385082,-0.025855074,0.3483165,-0.24226479,-0.17520179,-0.13124959,-0.25128764,-0.113902636,0.33745688,-0.12637407,0.32424188,-0.23506567,0.3980404,0.19326094,0.35683542,-0.17332143,-0.047551893,-0.009249821,0.41415653,0.9683126
0000064803,CVS HEALTH CORP,2021,-0.28487548,-0.20297483,-0.18376142,-0.37011743,-0.18108948,0.26094675,-0.10345151,0.36622885,-0.027349222,0.49163577,0.17913108,0.1792618,-0.1499044,-0.22408804,-0.03799878,0.2835003,-0.24105364,-0.20148978,-0.13694456,-0.2858658,-0.1094872,0.3164999,-0.10260878,0.37836853,-0.14373548,0.44177595,0.20549904,0.29344723,-0.16270037,-0.12778546,-0.021962896,0.3840847,0.9654242
0000064803,CVS HEALTH CORP,2022,-0.28447264,-0.19839603,-0.18246503,-0.37334096,-0.1855183,0.25901923,-0.105227634,0.3605459,-0.0149647305,0.49990052,0.17647555,0.16010901,-0.1531176,-0.24159256,-0.034924947,0.27299884,-0.23854294,-0.2140229,-0.13738912,-0.3116015,-0.11859643,0.2964097,-0.092915595,0.40083972,-0.08332429,0.469247,0.20406643,0.24749793,-0.15526707,-0.17664479,-0.023433324,0.3524147,0.9797391
0000065312,"EVI INDUSTRIES, INC.",2021,-0.28014296,-0.2064807,-0.18710572,-0.3776392,-0.17502007,0.25662404,-0.106135085,0.36670375,-0.029693019,0.4931848,0.17451939,0.18387732,-0.14306745,-0.21478945,-0.044310234,0.2865215,-0.30875295,-0.13460203,-0.1812924,-0.30601096,-0.2107484,0.3274852,-0.173304,0.32897922,-0.103226244,0.47463632,0.15979546,0.17500931,-0.19310738,-0.19993256,-0.009069674,0.31729677,0.98282874
0000065312,"EVI INDUSTRIES, INC.",2022,-0.28277245,-0.20855552,-0.18826844,-0.37740412,-0.1780943,0.2546166,-0.1057058,0.3696915,-0.030315338,0.48768374,0.17645448,0.18786198,-0.14280692,-0.21024582,-0.046862196,0.2868743,-0.30749106,-0.13966389,-0.17715897,-0.3267481,-0.22659436,0.32310334,-0.18056054,0.3196634,-0.06520812,0.4897518,0.15752855,0.1478345,-0.18292765,-0.22476992,-0.005973509,0.28717116,0.9850651
0000065596,SIEBERT FINANCIAL CORP,2021,-0.28680092,-0.2037505,-0.2049615,-0.28678632,-0.15330511,0.3236432,-0.09810805,0.37852854,-0.10611227,0.4417902,0.21079414,0.26558152,-0.15117945,-0.12763336,-0.009403968,0.33193204,-0.069608994,0.21093704,-0.06475514,0.15201977,-0.40634674,0.45389155,-0.4020096,-0.09488064,-0.3843484,0.19734521,0.22639844,0.08175458,-0.20581314,-0.0011139244,0.2500943,0.1791407,0.44515258
0000065596,SIEBERT FINANCIAL CORP,2022,-0.29247457,-0.20342241,-0.1989809,-0.2868077,-0.16504958,0.3214815,-0.096490934,0.37726492,-0.096914425,0.44130024,0.21495955,0.25729454,-0.15558255,-0.14129288,-0.008356746,0.3289515,-0.069608994,0.21093704,-0.06475514,0.15201977,-0.40634674,0.45389155,-0.4020096,-0.09488064,-0.3843484,0.19734521,0.22639844,0.08175458,-0.20581314,-0.0011139244,0.2500943,0.1791407,0.4457702
0000065759,MICROPAC INDUSTRIES INC,2021,-0.26320475,-0.16749613,-0.17642628,-0.35966933,-0.21858224,0.2775372,-0.11332341,0.33693218,-0.0003224286,0.51783353,0.17151794,0.10588409,-0.18332465,-0.27889577,-0.005689512,0.26609176,-0.22096431,0.11875531,-0.09916537,0.074177004,-0.3168453,0.38592076,-0.3360921,0.054555878,-0.44217423,0.2226664,0.13427997,0.26542374,-0.25011382,0.100227155,0.14230575,0.36061513,0.5415453
0000065770,"MICROVISION, INC.",2019,0.14339596,0.28800836,0.060296685,0.20895204,-0.43795627,0.34936994,-0.32863197,-0.3020292,-0.070740186,0.04237878,0.21658477,-0.31946972,-0.08731771,-0.15657282,0.30430993,-0.23578057,0.19080174,0.31568718,0.07994512,0.2871923,-0.40631282,0.35165143,-0.33400005,-0.27757478,-0.10500144,-0.013530502,0.20226792,-0.30764875,-0.07228048,-0.10715405,0.3124719,-0.19130981,0.9897443
0000065770,"MICROVISION, INC.",2020,0.14092293,0.28614,0.06290737,0.20980577,-0.44139108,0.3371687,-0.3170538,-0.30190682,-0.062014688,0.038260434,0.21261665,-0.3340376,-0.100972034,-0.15944804,0.30854693,-0.23914924,0.19772884,0.3195768,0.08206929,0.29321223,-0.4008136,0.35365638,-0.33127308,-0.27825537,-0.114512384,-0.019308457,0.20540635,-0.29987326,-0.068831414,-0.1011118,0.31278664,-0.18647884,0.98556685
0000065770,"MICROVISION, INC.",2021,0.16666031,0.30879167,0.072439775,0.25371948,-0.42295033,0.3377973,-0.31562793,-0.31629303,-0.09929181,-0.0021053925,0.20454583,-0.30848283,-0.08958049,-0.11537016,0.31239688,-0.22091623,0.20494598,0.3291307,0.0942906,0.31268585,-0.38629308,0.35645023,-0.32475808,-0.28100735,-0.14314348,-0.038409814,0.2076189,-0.27712995,-0.06797437,-0.075084716,0.31688765,-0.172473,0.9912279
0000065770,"MICROVISION, INC.",2022,0.1234562,0.28056762,0.046910502,0.17681223,-0.45051286,0.3370305,-0.3295583,-0.2893783,-0.04837936,0.06148328,0.21044356,-0.34113252,-0.10490473,-0.1835823,0.3042076,-0.24423145,0.20751996,0.330507,0.099790886,0.31771967,-0.38305643,0.35379872,-0.3231859,-0.2813503,-0.14682235,-0.042472575,0.2077139,-0.27331212,-0.06591776,-0.06834407,0.31830093,-0.17247255,0.95879936
0000066570,MSA SAFETY INC,2019,0.16780666,0.33474302,0.08921461,0.3344674,-0.37768173,0.3574448,-0.3388704,-0.2759664,-0.246015,-0.046178207,0.21534567,-0.20392439,-0.083456896,-0.0047274,0.33235335,-0.10246262,-0.27390963,-0.15009995,-0.15464693,-0.3905391,-0.24054188,0.26703796,-0.14961787,0.30364394,0.054020844,0.5322283,0.15057427,0.039814554,-0.16846757,-0.3299665,0.015893959,0.18519571,-0.099057496
0000066570,MSA SAFETY INC,2020,-0.28058022,-0.21354781,-0.18969312,-0.38484716,-0.17691924,0.24981353,-0.10333523,0.37581548,-0.032477275,0.4824838,0.17559552,0.19566815,-0.1357861,-0.20123282,-0.05251101,0.28513765,-0.26977202,-0.15567486,-0.15865989,-0.3817344,-0.21796654,0.27241895,-0.13906746,0.32472,0.017013717,0.5273043,0.16174516,0.07628231,-0.17033078,-0.31050658,0.00742565,0.22313263,0.97500175
0000066740,3M CO,2021,-0.28330612,-0.21338916,-0.17843767,-0.35295945,-0.1567983,0.26609445,-0.09631616,0.38309112,-0.07424059,0.4615918,0.18247965,0.24244007,-0.13149257,-0.16749603,-0.045641787,0.3290466,-0.2341283,-0.1895807,-0.13482073,-0.22775123,-0.09129027,0.333174,-0.10978723,0.35502636,-0.21933018,0.3802328,0.20088258,0.36951673,-0.16523841,-0.035809327,-0.02136612,0.42794675,0.9483335
0000066740,3M CO,2022,-0.2712943,-0.20941699,-0.19710976,-0.41901034,-0.19221225,0.21571141,-0.09474224,0.37257302,0.052189108,0.51099724,0.1560417,0.0938763,-0.12903722,-0.27434054,-0.053591717,0.21229498,-0.24678622,-0.19072391,-0.14250089,-0.24270459,-0.09972703,0.33517036,-0.109981224,0.34954613,-0.20623676,0.39039484,0.19234802,0.35529977,-0.1724375,-0.049182393,-0.020378307,0.4197614,0.8468416
0000066756,ALLETE INC,2019,-0.26894483,-0.21321037,-0.19122022,-0.32394087,-0.14709118,0.2766833,-0.10449521,0.38026512,-0.13370416,0.42368972,0.18506557,0.32507187,-0.1316829,-0.07710891,-0.04823151,0.3522411,-0.019573262,0.3275326,-0.08388047,0.21776707,-0.47240672,0.3664958,-0.36235273,-0.11509034,-0.33324304,0.18080589,0.22522445,-0.10303051,-0.19376142,-0.060495414,0.29896864,0.013411455,0.19575088
0000066756,ALLETE INC,2020,-0.15231133,0.041214935,-0.26691335,-0.23982565,-0.33677357,0.21679795,-0.19661573,0.21999286,0.19796798,0.4375474,0.09285984,-0.29770106,-0.21875116,-0.45253342,0.13357194,-0.022431975,-0.023474786,0.3297466,-0.0843713,0.22105955,-0.47219303,0.36544344,-0.36474347,-0.11125113,-0.33492962,0.17947778,0.22277123,-0.09953201,-0.1929367,-0.056369275,0.29690012,0.018028194,0.4416686
0000066756,ALLETE INC,2021,-0.17473084,-0.07996444,-0.27630517,-0.3375167,-0.29583102,0.14358202,-0.12261164,0.30278462,0.25840148,0.45706308,0.08457808,-0.2544504,-0.18150485,-0.4176637,0.038431797,-0.039094042,-0.03911937,0.32580966,-0.09897265,0.20621908,-0.4836175,0.35788637,-0.37050146,-0.10047693,-0.32605842,0.19775483,0.21598801,-0.10241107,-0.19780271,-0.071178146,0.28880608,0.022344206,0.2743018
0000066756,ALLETE INC,2022,-0.20577365,-0.19522892,-0.28500596,-0.38848296,-0.24362937,0.16330978,-0.058463886,0.37295285,0.23516709,0.48945156,0.12537715,-0.10973635,-0.13372463,-0.3375756,-0.04334079,0.05012367,-0.0060743284,0.33914182,-0.07161967,0.2270459,-0.48248827,0.35348552,-0.3677956,-0.13385615,-0.30098733,0.16999954,0.21902323,-0.13964067,-0.18478987,-0.080592394,0.29929286,-0.012086991,0.10765286
0000067716,MDU RESOURCES GROUP INC,2019,-0.26580963,-0.23181961,-0.16104592,-0.42366534,-0.2093614,0.21276416,-0.06954921,0.412061,0.017674014,0.47577855,0.1625936,0.15965386,-0.10743728,-0.24396282,-0.056365583,0.23152383,-0.20241655,-0.22704199,-0.114734806,-0.25089255,-0.08630305,0.32285514,-0.092642225,0.40797126,-0.15053576,0.4099079,0.2244219,0.34982502,-0.12563649,-0.06353685,-0.023849364,0.40105247,0.9004233
0000067716,MDU RESOURCES GROUP INC,2020,-0.26837957,-0.23788501,-0.17491983,-0.3918952,-0.17935671,0.2392558,-0.07459617,0.4130971,-0.039872993,0.45656434,0.17626967,0.23168069,-0.11215351,-0.1751285,-0.05776627,0.283205,-0.19681583,-0.2240617,-0.11805339,-0.23905736,-0.08074537,0.32232705,-0.09111133,0.4137903,-0.15752247,0.40242988,0.22883011,0.35511976,-0.12231403,-0.058004383,-0.026985886,0.40712014,0.9431503
0000067716,MDU RESOURCES GROUP INC,2021,-0.26729807,-0.22705424,-0.17713858,-0.41989228,-0.1930811,0.21819872,-0.078311786,0.40504512,0.016423125,0.48563293,0.16095218,0.1539608,-0.110586524,-0.23886657,-0.057304945,0.23650834,-0.20076594,-0.223082,-0.123797946,-0.24318512,-0.076888405,0.3210308,-0.08712404,0.41807592,-0.15227872,0.4067594,0.22850831,0.34555566,-0.12141346,-0.0676588,-0.031307776,0.4044081,0.9014576
0000067716,MDU RESOURCES GROUP INC,2022,-0.26594982,-0.24092054,-0.11339105,-0.41643158,-0.110931054,0.23954016,-0.057415415,0.42977345,-0.03544017,0.47013855,0.14295317,0.15253073,-0.043550365,-0.2511658,-0.033296905,0.30853066,-0.20775881,-0.22781646,-0.12842298,-0.26060644,-0.079574026,0.3169419,-0.08437048,0.42004746,-0.13429415,0.42116067,0.22475888,0.32933837,-0.118783034,-0.08478935,-0.03355678,0.3916236,0.93688476
0000067887,MOOG INC.,2020,-0.27985892,-0.1692908,-0.16852288,-0.20629843,-0.06257498,0.3325866,-0.12824973,0.3229664,-0.26457217,0.34639275,0.19577803,0.40634575,-0.14190501,0.018324556,-0.008413823,0.41569203,-0.2603162,-0.18503213,-0.16696902,-0.34565696,-0.15237752,0.30431837,-0.10935131,0.36119047,-0.089073,0.4846277,0.17461818,0.2112729,-0.1658115,-0.20139833,-0.016713269,0.32578596,0.91192675
0000067887,MOOG INC.,2021,-0.25616693,-0.15041216,-0.17751972,-0.4289948,-0.24142908,0.18087123,-0.12449858,0.2830735,0.16867281,0.5156297,0.12782025,-0.09813586,-0.13809802,-0.40780494,-0.009369153,0.061766334,-0.2614602,-0.1834107,-0.1705321,-0.35389256,-0.16207497,0.30224624,-0.111217335,0.36045825,-0.070975415,0.4932625,0.172381,0.1935727,-0.1619524,-0.2153044,-0.015253074,0.3088836,0.86113095
0000067887,MOOG INC.,2022,-0.26206908,-0.18151367,-0.18458113,-0.4437333,-0.22292846,0.1855273,-0.113062166,0.32076225,0.11853414,0.52511644,0.13754623,-0.010045857,-0.13535091,-0.3489256,-0.04500953,0.12923606,-0.2546109,-0.19326623,-0.16685298,-0.36424035,-0.16434677,0.29887933,-0.11090789,0.3597102,-0.05071868,0.49998373,0.17570683,0.18944445,-0.15026887,-0.22235145,-0.015706392,0.2961317,0.9299418
0000067887,MOOG INC.,2023,-0.281107,-0.20047309,-0.1839355,-0.39140323,-0.18785459,0.24722092,-0.10593927,0.36095202,-0.00076685223,0.5037056,0.17047715,0.14442296,-0.14498344,-0.25086695,-0.04170245,0.25789493,-0.2479806,-0.20227082,-0.1609705,-0.36195073,-0.15356977,0.3014398,-0.10705094,0.36025542,-0.06273662,0.49247903,0.17977288,0.21483715,-0.14533652,-0.20486893,-0.020080483,0.3107039,0.9895024
0000069891,NATIONAL BEVERAGE CORP,2020,-0.27582234,-0.21595462,-0.18452026,-0.38384706,-0.17674755,0.2525225,-0.09812817,0.3842924,-0.0437873,0.47241485,0.17755681,0.21408643,-0.12427151,-0.18959306,-0.05404933,0.29465157,-0.28911877,-0.13781537,-0.163386,-0.3390645,-0.22586718,0.30690175,-0.18237114,0.31481946,-0.078939155,0.49960795,0.16061892,0.14531046,-0.18919878,-0.24157377,0.009814731,0.28491896,0.97794455
0000069891,NATIONAL BEVERAGE CORP,2021,-0.27970657,-0.20436965,-0.18342456,-0.38851404,-0.1872043,0.25005186,-0.10428408,0.36891752,-0.013988608,0.49417916,0.17322579,0.16592902,-0.13785356,-0.23355564,-0.045230586,0.27077097,-0.29488114,-0.12840739,-0.16726363,-0.340444,-0.24442832,0.30904597,-0.19421719,0.302047,-0.06470135,0.5043077,0.15733434,0.12550269,-0.18888904,-0.25192153,0.014692471,0.26475117,0.98049146
0000069891,NATIONAL BEVERAGE CORP,2022,-0.27426258,-0.22253944,-0.19961272,-0.38813773,-0.16349934,0.24673402,-0.10126743,0.38290843,-0.04640391,0.47285402,0.17378198,0.2201254,-0.12686534,-0.1698175,-0.063427866,0.29482347,-0.2561247,-0.1439121,-0.17524008,-0.38628125,-0.23772255,0.30671862,-0.14806066,0.2677755,0.05324973,0.52739644,0.17987315,0.027683403,-0.1539103,-0.34116182,0.0071047824,0.18793525,0.935936
0000069891,NATIONAL BEVERAGE CORP,2023,-0.27643582,-0.2210332,-0.19946307,-0.37707037,-0.16788135,0.2513523,-0.09998133,0.38592872,-0.050783325,0.46698987,0.17759913,0.227483,-0.1303272,-0.16550854,-0.060840674,0.30071953,-0.22480577,-0.15511085,-0.16976616,-0.40348452,-0.21899866,0.28681552,-0.11961467,0.25353962,0.12535879,0.53252226,0.19313698,-0.032150153,-0.12413342,-0.39109957,-0.0015093416,0.13772611,0.8928189
0000071557,"NUVERA COMMUNICATIONS, INC.",2019,-0.27866474,-0.20902081,-0.1904395,-0.3875606,-0.18242294,0.25197694,-0.103132,0.37129575,-0.02396737,0.48869628,0.17575662,0.18257569,-0.14081267,-0.21537317,-0.048877165,0.2733001,-0.26830605,-0.15452589,-0.15036938,-0.17855345,-0.14867409,0.3615918,-0.1627671,0.27844167,-0.2668497,0.3571032,0.19339769,0.38620898,-0.1793118,0.03257939,0.003490888,0.41743037,0.860868
0000071557,"NUVERA COMMUNICATIONS, INC.",2020,-0.2791845,-0.20821717,-0.18769577,-0.36513805,-0.17138012,0.26635063,-0.10107939,0.3736013,-0.052237302,0.47811577,0.18125132,0.21467787,-0.14346707,-0.19122203,-0.04403231,0.30114412,-0.27836674,-0.18536443,-0.16485679,-0.25395554,-0.13590814,0.34561598,-0.13115695,0.32468945,-0.17207596,0.4179522,0.1973555,0.3178817,-0.17754258,-0.078144185,-0.018620305,0.39200407,0.96200764
0000071557,"NUVERA COMMUNICATIONS, INC.",2021,-0.277868,-0.21004239,-0.18949528,-0.36699897,-0.16927658,0.26574874,-0.09989818,0.37631282,-0.056580704,0.47399923,0.18192914,0.22276823,-0.1401879,-0.18310936,-0.04660295,0.30208096,-0.27931648,-0.17851047,-0.16984159,-0.22849509,-0.10882058,0.35116437,-0.11658655,0.33302453,-0.19706559,0.391364,0.19516589,0.33398718,-0.17996357,-0.054346077,-0.030766964,0.41410053,0.9481302
0000071557,"NUVERA COMMUNICATIONS, INC.",2022,-0.27591085,-0.21093065,-0.19138922,-0.36246246,-0.16525564,0.26924708,-0.09812648,0.3786689,-0.067683935,0.46724963,0.18398486,0.2381641,-0.13924283,-0.16917962,-0.04751348,0.30790657,-0.28665128,-0.18356735,-0.17002197,-0.24696584,-0.1264187,0.34738594,-0.1208543,0.34199065,-0.16576336,0.4146702,0.19451332,0.30988854,-0.1766342,-0.07773309,-0.028388837,0.39327994,0.9704048
0000071691,NEW YORK TIMES CO,2020,-0.0774989,0.11819457,-0.052152075,0.22881137,-0.15734278,0.38227242,-0.24412371,0.027939124,-0.52230257,0.07512945,0.169456,0.34831816,-0.19393486,0.22770682,0.16979198,0.38328552,-0.26658827,-0.19337429,-0.15276717,-0.31965917,-0.15648745,0.32948044,-0.12747145,0.33877656,-0.105444156,0.4657975,0.18681027,0.24798988,-0.17894994,-0.16353527,-0.003228566,0.3445184,0.460859
0000072205,NOBILITY HOMES INC,2019,-0.28824243,-0.20092171,-0.18474202,-0.37180057,-0.18501404,0.2578966,-0.104267746,0.3646413,-0.018495502,0.49510652,0.17865574,0.16699885,-0.15428719,-0.23393862,-0.03624899,0.27291164,-0.25415596,-0.15230866,-0.13022074,-0.092859946,-0.120004654,0.34399283,-0.17351605,0.24353524,-0.3188698,0.27773696,0.17853707,0.44382745,-0.18908553,0.11875039,0.009551125,0.45481494,0.7548492
0000072205,NOBILITY HOMES INC,2020,-0.28482682,-0.20031044,-0.18501462,-0.3790913,-0.18685435,0.2544667,-0.10624781,0.363225,-0.01279749,0.49818653,0.1756066,0.16013475,-0.14900845,-0.2385852,-0.039000604,0.26914325,-0.2567954,-0.14574705,-0.1390536,-0.11087046,-0.11240058,0.34527582,-0.1676654,0.24606045,-0.3233686,0.2859175,0.17501749,0.43457818,-0.19382182,0.096723676,0.004863011,0.4559907,0.76139224
0000072205,NOBILITY HOMES INC,2021,-0.2879066,-0.21215957,-0.18832666,-0.3710499,-0.17785037,0.2557727,-0.10044601,0.37774673,-0.03905923,0.4767178,0.18227592,0.20401564,-0.14376703,-0.19731298,-0.046192106,0.2894016,-0.2675103,-0.14962718,-0.1508961,-0.14115258,-0.1062075,0.34862033,-0.1549057,0.267222,-0.30545664,0.30485764,0.1733964,0.4123681,-0.19949399,0.059359103,-0.006414303,0.45323128,0.8355417
0000072205,NOBILITY HOMES INC,2022,-0.28915918,-0.20631312,-0.1844454,-0.3771651,-0.18143311,0.25333613,-0.102382496,0.36939853,-0.020592725,0.49055406,0.17821126,0.17250857,-0.14863245,-0.22706653,-0.04090344,0.2749614,-0.27957764,-0.16292034,-0.1523566,-0.1887312,-0.12744792,0.34706017,-0.1544513,0.2868613,-0.2598472,0.3531886,0.17665932,0.38139105,-0.19753723,0.01027321,-0.007593581,0.4307069,0.86821586
0000072333,NORDSTROM INC,2020,-0.28172716,-0.18596426,-0.17505285,-0.37097952,-0.19241174,0.26004985,-0.10940296,0.3449565,0.0052097696,0.5161031,0.17068297,0.122250944,-0.16022351,-0.27768221,-0.025003754,0.2613312,-0.23369476,-0.19507538,-0.123513944,-0.26641136,-0.114389636,0.31542024,-0.11568165,0.36434183,-0.17996262,0.42736685,0.20930353,0.3270666,-0.16726622,-0.09535225,-0.012111976,0.39921564,0.9181872
